X0,X1,X2,X3,X4,X5
-0.143543,0.012369,0.397103,0.484460,-0.582261,0.103717
-0.531153,0.699621,0.041724,1.053553,-0.324013,0.045589
0.181756,-1.350142,0.584352,-3.599625,-1.404123,1.748831
0.399218,-1.296874,0.266688,-3.423241,0.089885,0.368530
0.223539,-0.202778,-0.021473,-1.327611,-0.072923,0.209048
-0.101575,0.407284,0.326390,0.649589,0.408800,-0.192664
-0.897253,1.167004,-0.163309,2.680670,0.094578,0.332798
-0.014909,0.224425,-0.158310,-0.311030,0.215708,-0.227228
-0.227063,0.426367,-0.027644,1.111105,-0.479174,0.154320
-0.152478,0.159260,0.347698,0.019983,-0.146330,0.279417
0.065397,-0.518920,0.012169,-0.273744,-0.349635,0.674005
-1.255235,0.999002,-0.598038,2.615454,-0.135760,1.443410
0.973575,-0.903282,-0.519715,-2.583717,0.762080,-0.609009
0.746348,-0.769963,-0.008855,-2.388440,0.572787,0.424835
0.813857,-1.185370,0.564167,-2.789846,0.028868,0.247271
0.126222,-0.077201,-0.204286,0.029253,-0.576037,0.748880
0.734078,-0.963088,-0.332147,-2.620133,0.189419,-0.119205
0.151778,-0.131791,-0.593493,-0.768912,0.881439,0.235722
0.212277,-0.903585,0.527812,-1.724178,0.178738,0.115236
0.345053,-1.358047,-0.484022,-2.962438,-0.575957,0.985453
0.574581,-0.900306,0.173071,-2.291758,0.271894,0.393062
0.668909,-0.735129,-0.189370,-1.983687,-0.735175,0.139066
0.366263,-0.330402,-0.469235,-0.337099,-0.404654,0.539307
0.580948,0.045638,-0.202126,-0.488714,0.413212,-0.323801
-0.527873,0.546248,0.128892,1.776012,-0.756555,-0.170004
-0.191484,0.318905,0.642389,0.112783,-0.816632,-0.925970
0.268929,-0.178251,-0.081490,-0.294716,0.063638,-0.061190
-0.206929,-0.433835,-0.252068,-0.422416,-0.026757,0.498328
0.564252,-0.764461,0.449731,-1.904251,0.524840,0.174870
0.012038,-0.195605,-0.540714,0.297966,-0.457102,0.142457
-1.118152,0.816240,0.497227,2.474841,0.575305,-0.145893
0.560216,-2.009081,0.029442,-4.323350,0.050456,1.066701
-0.511633,1.666472,-0.511276,4.090187,-0.023577,-0.492362
-0.453212,0.388570,-0.473719,1.573535,0.337636,1.193340
-0.625101,0.403350,0.242271,1.073389,-0.638511,-0.478789
0.916285,-0.907478,0.243140,-2.648655,0.305417,-0.799924
-0.701210,1.302122,-0.019196,3.479829,-0.059122,1.099633
-0.006754,0.651957,0.437619,1.822036,-0.128018,-0.772169
-0.560569,1.036364,-0.255553,3.405476,-0.425781,-0.917979
0.167296,-0.865203,0.121603,-1.362888,-0.124924,0.225660
0.645190,-0.941744,-0.302937,-2.352010,-0.371856,-0.082825
0.284465,-0.388070,-0.021626,-1.323341,-0.038900,0.576443
0.203075,1.039080,-0.350324,0.473978,0.372427,-0.217335
-0.531846,0.456652,0.283036,1.471137,0.767280,-0.303543
-0.759624,0.933059,0.522700,2.359267,-0.173628,-0.208531
-0.277813,-0.071720,0.538914,0.108313,0.367536,-0.057698
-0.420670,-0.361087,-0.101817,0.320491,1.045004,-0.151759
-0.304286,1.017218,0.339832,1.974447,-0.283673,0.159191
0.170066,-0.645695,0.289331,-1.286109,0.539781,0.522773
