X0,X1,X2
0.104813,1.071107,-1.662021
-0.099756,0.361215,-0.187185
0.247124,-0.088945,-0.341116
-0.022072,-0.220589,0.309549
-0.386008,-0.060838,0.713471
0.169022,-0.289496,0.154785
0.370719,-0.744893,1.160399
-0.278907,-0.879932,1.793887
-0.734101,1.065378,-1.739846
-1.298615,0.148722,-0.259706
0.404703,0.412747,-0.636285
0.872081,-0.864364,1.294547
-1.533286,0.529278,-1.363719
-0.496073,-0.491094,-0.155092
-0.066106,0.474005,-1.092738
-0.678856,-0.065951,0.243111
0.147799,0.204094,-0.378980
-0.135430,0.210268,0.054390
-0.848327,0.208045,-0.108783
0.739464,-0.282571,0.878916
0.242304,0.689604,-0.989024
0.160869,-0.037519,-0.227520
0.190786,-0.053233,-0.199983
0.118296,-0.030944,-0.236285
0.151616,-0.091438,-0.340175
-0.332298,0.163160,-0.222769
-0.424764,1.096152,-1.390283
0.472736,-0.438063,1.402297
-0.738938,-0.350936,0.642123
-0.243544,-0.467447,1.379982
0.710087,-0.270261,0.279770
0.076347,-0.156480,-0.397646
0.715186,-0.270282,0.381374
0.768786,0.769054,-0.968024
0.124423,0.020268,-0.033376
0.416452,0.172107,-0.768527
0.171456,-0.238155,0.511978
-0.487013,-0.373585,0.925267
0.047034,-0.064965,-0.000322
-0.206465,-0.678171,0.829069
-0.216476,0.329989,-1.323195
-0.136207,-0.567796,0.813427
1.149981,-0.001976,0.573404
-0.249911,-0.684710,1.518020
0.164494,-0.018318,-0.492857
0.022962,0.729670,-1.446105
0.469110,-0.311981,1.228406
0.290436,-0.750546,0.923117
0.207633,-0.025556,-0.572662
0.280784,-0.725904,1.914424
-0.232429,0.289309,-1.578598
-0.008902,-0.283442,0.376821
-1.178234,0.804656,-1.062427
-0.112687,-0.334658,0.957403
0.525096,0.895618,-1.851981
0.101363,0.096556,-0.618736
0.228843,0.579621,-1.926634
-0.823639,0.222555,-0.564370
-1.587789,0.665118,-0.176643
-0.036109,0.402521,-0.214157
0.351912,0.359921,-0.171201
-0.139594,0.750715,-1.219235
-0.408343,0.058104,0.001780
0.071094,-0.000085,-0.067035
-0.781319,0.005483,-0.144678
0.685519,0.080783,0.585699
-0.309250,-0.023455,0.253076
0.169928,0.848650,-1.438112
0.223212,0.323131,0.593311
-0.460694,0.474913,-1.448141
0.172005,-0.195686,0.038994
0.448449,0.840062,-0.980478
0.463490,0.096756,0.149452
0.425609,0.597321,-2.153096
-0.034629,-0.855907,1.405471
1.019401,0.006332,-0.051258
-0.184448,0.562619,-0.924274
0.500854,0.043230,-0.827379
0.881232,0.049604,0.168671
-0.146692,-1.680529,2.113319
0.286329,0.086439,0.843807
0.578617,-0.196914,1.032566
0.122322,0.254417,-0.054646
0.182695,0.127384,-0.112336
-0.761489,-0.188237,0.982475
0.290245,-0.647424,1.419595
0.076665,0.081343,-0.552683
-0.333043,0.196305,-1.302544
-0.052853,0.974997,-2.234112
-0.173198,-0.405997,1.345788
0.365438,0.904652,-1.151629
0.758902,0.090323,-1.020636
-0.279757,0.141089,-0.185691
0.022907,0.168294,0.219611
-0.018476,0.441440,-1.447458
0.348858,-1.021601,1.214487
-0.570018,-1.002280,1.304402
-0.479787,-0.119348,-0.840193
0.681990,-0.585799,1.580217
0.731265,-0.283225,0.097193
-0.084377,-0.409691,1.204516
0.476063,0.267469,-0.794247
-0.684482,0.306976,0.060628
0.612774,0.751523,-1.440338
0.274276,0.027779,0.110787
0.221098,0.125022,-0.277404
0.537839,-0.229087,-0.079156
-0.093354,0.505856,-1.291328
0.463479,0.045556,0.077803
0.246734,0.122373,0.221336
-1.203801,-0.293002,-0.359425
0.424940,0.037201,-0.308357
-0.330869,0.028043,0.038628
0.181822,-0.072495,0.395633
1.385936,-0.344809,0.252907
-0.204603,0.168594,-1.081698
-0.130792,1.282126,-2.021071
-0.504331,0.093706,-0.135646
0.290494,0.938798,-1.801844
-0.511510,0.276227,0.037276
-0.163637,-0.396373,0.314040
0.198414,0.630620,-1.156358
0.241827,-0.011972,0.108674
0.048931,-0.207608,0.698117
0.828345,-0.051717,0.526282
-0.400781,0.721252,-1.978177
-0.837660,-1.240372,1.185600
-0.623576,1.092121,-1.676782
0.108147,0.224944,0.222447
0.439915,-0.234301,0.296368
-1.181934,0.539328,-0.663892
-0.538575,-0.072987,0.287310
0.695632,0.286960,-1.527602
-0.066742,-0.188516,-0.158319
0.557265,0.045049,1.340910
-0.058290,0.474521,0.107749
0.653024,0.346798,-0.479805
0.627360,-0.030417,0.313140
0.154527,0.610244,-0.824825
0.248817,0.229461,-0.133894
-0.367067,0.406615,-1.079645
-0.294099,0.231179,-0.884614
-0.446451,0.056946,0.493570
-0.780038,0.046638,0.211507
0.058776,-0.057885,-0.075692
-0.097342,-0.359053,0.729054
-0.059606,0.430758,-0.946429
1.300805,0.272318,-0.756066
-0.701501,-0.297378,0.637649
-0.093948,0.825879,-1.332558
0.694241,0.358888,-0.472050
-0.071926,0.456162,-0.348930
0.450578,0.225039,-0.228616
0.109272,0.331146,-0.873629
-0.169260,0.573939,-1.850794
0.111260,-0.455881,1.374571
-0.296299,-0.773170,1.196425
0.256609,-0.334545,-0.004735
0.278030,0.206818,-0.141968
-0.261928,-0.228551,0.052494
0.224125,0.106482,-0.025356
0.678328,0.601981,-0.404937
0.010769,-0.153069,0.104804
0.223005,-0.262067,0.365156
0.677834,-0.090394,0.297734
0.276341,0.210770,-0.600733
-0.311425,0.469283,-0.770720
-1.067586,0.364759,-1.485112
0.785895,0.531333,-0.266625
1.050833,0.518913,-1.113568
0.441314,0.666673,-2.062397
0.590978,0.111992,0.299432
0.592508,-1.253439,1.894394
0.518544,-0.021146,0.004855
-0.362127,0.034369,-0.415046
-0.108983,0.144915,0.973637
-0.203937,-0.049026,0.096120
0.116584,-0.026132,-0.022945
0.476248,0.297544,0.030828
-0.673799,-0.722855,0.886657
-0.193065,-0.837933,1.783332
0.425127,1.227118,-1.893117
0.037168,-0.113346,-0.248821
0.210531,0.188910,-0.952687
-0.150490,0.071372,0.403625
1.029838,-0.493315,-0.255216
-0.264006,-0.179176,0.426184
-0.163497,0.391415,-0.856459
0.445367,-0.555734,0.889137
-0.471882,0.103487,0.365197
-0.363557,-0.322804,-0.489454
0.002924,-0.633126,0.076599
-0.479996,0.426328,-0.659496
-0.652272,-0.689658,1.581985
-0.334717,0.229676,-0.707273
0.054303,-0.219249,0.022041
-0.069248,0.690056,-0.923265
0.334102,0.033224,0.124881
0.123387,-0.084230,-0.162871
0.122763,-0.200558,0.624888
-0.968997,0.021420,-0.537604
0.652693,-0.973969,1.594439
-0.341155,0.060125,-0.854201
-0.283797,0.432875,-0.165984
