X0,X1,X2,X3,X4
0.652559,0.880384,-3.022521,-3.686269,-1.071354
-0.803400,1.204605,-0.408701,0.255316,0.661538
-0.488364,0.946445,-1.028232,-0.097941,1.004993
0.652114,-1.172864,1.178347,0.737647,-0.266324
-0.063152,-0.542763,1.572963,1.384007,-0.092047
0.309759,-0.517374,0.774928,0.905427,0.344351
0.360707,-0.179531,-0.726236,-1.671174,-0.822043
-0.505476,-0.881579,2.580335,2.366693,0.860424
-0.967202,-0.691678,1.744798,2.971880,0.842050
0.216256,0.232635,-0.681511,-1.059469,0.547601
-0.304884,-1.003998,1.806306,2.983331,1.008484
-0.124127,-0.358962,-0.240856,-0.251634,-0.564617
-0.400498,-0.501478,1.691647,2.408674,0.520695
-0.625323,-0.099712,1.390993,2.076796,0.218339
-0.713070,0.081345,0.786387,2.081581,-0.156181
-0.865574,-0.128193,2.320326,2.299875,0.683613
-0.715887,-0.422377,1.842904,2.609668,0.354029
0.740470,0.085545,-0.358548,-2.381427,0.044809
-0.674511,0.413627,0.073089,1.550462,0.689660
1.017378,1.028369,-3.127868,-4.931928,-0.738148
0.017928,0.851142,-2.134277,-1.599212,-0.280866
0.434779,1.163404,-3.824449,-4.360720,-0.478634
0.253294,-0.473823,0.928582,1.078963,0.209929
0.452850,0.092417,-1.409930,-2.128604,-0.479677
0.744448,0.933412,-2.944381,-3.009721,-0.175113
0.036058,-0.692242,1.492996,1.335524,0.000878
-0.418798,-0.233621,1.075060,1.871270,0.190230
-0.719521,0.075722,1.587241,2.579382,0.503519
-0.119500,-0.149497,0.486544,0.301430,0.822340
0.323543,0.872714,-2.121082,-2.564747,-0.095726
-0.454836,-0.345573,1.349366,1.742768,-0.128482
0.045233,0.681853,-0.766687,-0.727612,0.641308
0.471044,-0.078020,-0.857882,-1.850127,-0.211198
0.469939,-0.189397,-1.487185,-2.959798,-0.969859
0.111616,0.100192,-0.451646,-0.954717,-0.585281
-0.393817,-0.109533,1.027140,1.901221,0.189469
0.114167,0.231555,-0.202517,-0.301354,0.237192
0.193357,-0.354499,0.606637,0.064547,-0.304953
-0.382316,-0.702634,1.485707,1.448479,0.533989
0.256697,-0.531529,0.637664,-0.175203,0.421447
0.334583,0.393381,-0.646003,-1.116864,-0.895117
1.075214,-0.000640,-1.861958,-4.029557,-0.372539
0.027283,0.730264,-2.166827,-2.039685,0.215266
0.861659,0.388711,-2.589496,-3.457674,-1.129606
