X0,X1,X2,X3,X4
1.022912,-0.057126,1.615915,-1.354897,-0.177600
-0.139570,-0.256189,-0.000862,0.559800,-0.289190
0.460731,1.019372,1.743143,-0.480309,0.486087
0.008324,0.877927,0.143451,-0.263840,-0.459867
-0.468043,0.314334,-0.285385,0.741192,-0.441479
-0.502202,-0.570029,-0.566598,0.547514,-0.321570
-0.618252,-0.098499,-0.858509,-0.341018,1.017743
0.668860,0.705122,1.136545,-0.199942,-0.454159
0.334806,0.153428,0.416787,-0.591680,0.577409
0.160712,-0.001424,-0.183383,-0.215797,-0.112414
-0.459325,0.145118,-0.744581,0.517868,-0.750330
0.016352,-0.615797,0.138829,-0.636544,-0.290271
0.223304,-0.651519,0.715506,-1.067154,0.092250
-0.071041,0.490235,-0.163299,-0.297338,0.692275
-0.362503,0.583551,-0.046952,0.642976,-0.682342
0.166550,0.098804,0.094149,-0.891862,0.523279
0.302435,-0.771778,1.123176,-0.618381,0.486948
-0.093063,-0.041525,0.101583,-0.055268,0.755233
-0.132719,-0.765204,0.175664,0.446532,-0.486984
0.820104,-0.158518,1.015186,-2.291002,0.298414
0.136365,0.285659,0.618243,-0.081939,1.020088
-0.842347,0.109039,-1.193543,1.462010,0.190256
-0.668875,-0.123182,-0.547323,0.973358,-0.011197
0.342514,-0.155317,0.870742,-0.922849,0.418360
-0.566507,0.295148,-0.472449,0.136688,-0.023784
-0.671641,0.046831,-1.371115,1.135332,0.051819
-0.434846,-0.300887,-0.626255,0.088799,-0.512330
0.106279,0.091751,-0.223026,0.663930,0.117994
-0.299526,-0.283118,-0.528742,0.432598,-0.453655
0.034235,-0.094333,0.222908,0.670769,0.182367
-0.462744,1.109564,-1.368146,1.456007,-0.174609
-0.913646,-0.320805,-1.326265,0.693383,-0.834980
-0.221833,-0.698884,-1.585848,0.322093,0.380352
-0.297289,0.475166,-0.010233,-0.924820,0.266893
0.178084,-0.104374,0.898418,-0.621788,-0.311838
0.688918,-0.219932,0.483809,-1.436889,0.451687
-0.550157,-0.023861,-0.337873,1.024958,0.284613
0.141174,-0.433551,-0.067124,0.467268,0.245590
-1.201667,0.091824,-1.680129,2.114732,-0.373846
0.166657,-0.576221,0.849685,-0.266260,-0.188117
-0.214792,-0.270359,0.095243,0.672139,-0.467724
-1.166923,-0.777110,-2.468846,2.809862,-0.195166
-0.080467,-0.549274,-0.523301,0.756794,0.183178
-0.811051,0.396818,-1.093270,1.146995,-0.547227
0.064292,-0.020282,-0.292086,0.505440,0.505097
-0.093640,0.077463,0.374425,-0.705039,1.359395
-0.408203,0.587687,0.170814,0.717911,-0.028742
0.062811,0.127415,0.142357,-0.198989,-0.233985
0.179184,0.721047,1.070066,0.261663,-0.432620
-0.145227,-0.248104,-0.750109,1.019987,0.735675
1.461878,-0.424609,2.102170,-2.182963,-0.312576
-0.575533,-0.406477,-0.161038,1.517443,0.331724
0.250851,0.711094,0.312263,-0.403562,-0.120692
-0.297949,-0.450614,0.040178,0.766284,0.128878
-1.152532,-1.020723,-1.766787,0.907847,0.430994
-0.300778,-0.050590,-0.515150,0.406169,-0.198653
-0.189915,-0.376704,-0.520928,0.816359,-0.443271
0.581002,-0.495288,0.092402,-1.089977,-0.569057
-0.427945,-0.502067,-0.197890,0.122501,-0.435589
-0.116274,-0.450959,0.579748,0.982490,0.309166
-0.518049,-0.651351,-1.539786,0.710770,-0.082193
1.116703,0.193354,1.993693,-2.652581,0.112112
-0.074588,-0.003088,-0.085798,-0.512854,0.833772
0.108742,-0.159613,-0.026132,-0.465299,1.196155
-0.057986,-0.370431,-0.057835,0.684794,-0.868258
