X0,X1,X2,X3,X4,X5
0.114157,-0.106651,-0.404835,0.171193,0.948826,0.060600
-0.497658,-0.362715,0.062401,0.659585,0.244450,-0.084496
0.002616,0.363046,-0.909810,0.217303,-0.067319,0.390802
0.288699,0.835136,-0.554563,-0.235145,-0.526429,-0.352829
-0.026939,-0.691484,-0.519164,0.289453,0.100496,0.597949
-1.020288,-0.051639,0.974038,2.532594,-0.016034,2.415317
-0.821717,-0.348022,0.126498,0.673731,-0.333125,-0.544610
-0.563569,1.149866,1.193932,1.163541,0.343715,0.595467
0.788215,0.273462,0.900089,-2.018462,-0.338371,-0.730984
-0.091576,-0.106654,0.983565,0.467916,-0.778252,0.544108
0.475366,0.139518,-0.473360,-1.483938,-0.289071,-1.088902
-0.673704,-0.346595,0.782330,1.861044,-0.005677,1.918375
0.955859,-0.136290,0.620600,-2.388940,-1.773680,-1.045399
-0.234814,0.638658,0.611755,0.752485,0.755144,0.469646
0.671497,0.780255,-0.728939,-1.364307,-0.641060,-0.916408
0.497226,0.415601,-0.297717,-0.358630,0.158203,0.981997
-0.242848,-0.510461,0.929706,-0.142708,0.292500,-0.058075
-0.461034,-0.028083,-0.001304,1.243125,-0.223115,1.486272
-0.086761,0.100322,0.325369,0.039730,0.494189,0.337839
-0.318362,0.217118,-0.193116,0.367694,-0.105583,0.235877
0.988567,0.413230,-0.166173,-2.231647,-0.345794,-1.315972
-0.408145,-0.342655,-0.208670,0.534474,0.361926,-0.341939
-0.460387,-0.011831,-0.396315,0.384186,0.376638,-0.444482
-0.375006,0.703723,0.028838,0.848729,0.545039,-0.361892
-0.737960,0.150176,-0.523895,1.201637,0.355530,0.369508
0.235838,-0.328232,0.333478,-1.760233,-0.693453,-1.692918
-0.044524,0.214879,-0.381710,0.276314,-0.031802,0.728647
0.347208,-0.516347,-0.191612,-0.586745,-0.798646,-0.447766
-0.636677,0.296288,-1.143765,1.950380,0.203270,1.372749
-0.158533,0.755366,-0.422401,0.972434,0.495331,1.712916
0.830622,-0.126713,0.247522,-0.686430,-1.024549,0.928487
-0.646755,0.371660,-0.054136,1.469912,0.179429,1.496156
0.079574,-0.034013,-0.146827,0.164323,0.201243,1.299475
0.303666,-1.410666,-0.249262,-2.013120,-0.402093,-3.088505
0.204193,-0.079566,0.025644,-0.149527,-0.689740,-0.171872
-0.370834,0.497508,-0.182297,0.074461,0.674376,-1.815973
-0.865014,0.176033,0.245483,1.329943,-0.003354,0.457283
0.814333,0.187781,0.150396,-1.484806,-0.682263,-1.396671
1.152979,0.372096,-0.092297,-2.332129,-2.143228,-1.355067
-0.806046,-0.121222,0.401247,1.619446,0.370076,1.119173
-0.545604,-0.039232,-0.255110,0.646621,1.127432,-0.862478
0.793378,-0.525912,-0.354846,-1.762642,-1.352263,-0.766850
-0.130673,0.473289,-0.056598,0.855336,0.021513,-0.052248
-0.360219,-0.527464,0.646221,0.418203,0.686295,0.857608
-0.241838,0.607431,-0.971139,0.397616,-0.362377,-0.242150
0.531053,-0.500524,1.138198,-1.090011,-1.283666,-0.310094
-0.570999,-0.243444,0.385925,0.541421,-0.576845,-0.997715
-0.150582,0.069100,-0.836211,-0.706352,0.242733,-1.127132
-0.570778,0.285253,0.474904,1.363278,0.530880,1.208863
-0.214794,0.672954,-0.199501,0.911238,-0.333133,0.841080
-0.348610,0.301313,0.919409,0.280324,0.278901,-0.047147
0.341096,-0.370615,1.047486,-0.174100,0.194816,0.910792
-0.195901,0.306925,0.996134,0.579430,-0.088350,0.787457
0.090777,0.670380,0.688371,-0.552956,0.349617,0.136351
-0.353462,-0.063925,-0.770452,1.016834,-0.250469,1.084393
-0.496835,0.178308,-0.819942,0.305734,0.434648,-1.134076
0.038030,0.475788,-0.190334,-0.148766,1.119549,0.393786
-0.066779,0.391570,-0.566359,-0.605308,-0.087781,-1.153043
0.281092,-0.422343,0.469022,-0.479745,-0.690962,0.019724
0.077393,-0.167929,0.059449,-0.152912,-0.452334,0.461846
1.073597,-0.438715,-0.680685,-1.879341,-0.159786,-0.788960
0.189336,-0.930357,-0.080438,-0.546193,-0.844285,-0.396240
0.735622,-0.085034,-0.140203,-1.352280,-0.289983,-0.832903
-0.385948,-0.441840,-0.035327,0.695025,0.086773,0.355598
0.094403,0.015220,0.797806,-0.140899,-0.259418,-0.474676
-0.687735,-0.599811,0.809583,1.186602,-0.714189,0.928470
