X0,X1,X2,X3,X4,X5
-0.745615,0.152867,0.710633,-0.195878,0.585203,-0.490314
-0.057430,0.037358,-0.206676,-0.921068,-0.269456,-1.933944
0.086926,-0.882675,-0.036745,1.108033,1.004197,0.929448
0.103379,0.990321,0.327618,-1.166571,-0.998880,-2.500097
-0.405905,0.736171,0.001372,-1.095442,-1.705827,-2.910094
-0.567720,-0.044504,-0.187411,0.356757,0.413946,0.961685
-0.500500,0.982098,0.494781,-0.812121,-0.642005,-2.265612
0.079198,-0.774171,-0.339671,0.809965,-0.593623,1.490384
0.472377,-0.120545,0.410063,1.119557,0.351753,2.692372
-0.420677,-0.261359,-0.080713,0.905544,0.198892,1.828747
0.028551,-0.777096,0.024473,0.604682,0.147764,0.825126
0.091941,-1.333229,0.021771,2.426590,3.421241,5.994850
-0.689098,-0.233622,-0.266314,0.364286,0.462825,0.190717
0.266126,0.717776,0.499249,-0.297165,-0.696446,-0.362662
0.727476,0.200799,0.451738,1.631594,-0.182784,3.526303
-0.142998,0.821057,0.067117,-0.398996,-0.922639,-1.328450
0.160263,0.371318,0.866188,1.468419,0.914778,3.295762
0.272902,0.307204,-0.013777,-0.271559,-0.501787,0.481721
-0.257203,-0.148599,-0.131664,-0.642310,-0.910425,-1.844123
0.938607,0.232291,-0.005555,-0.165780,-0.840046,-0.187964
-1.348517,0.346682,0.222987,0.288221,-0.505750,0.754279
0.258868,-0.135340,0.267802,0.259320,0.554721,0.334214
-0.170340,-0.124897,-0.175186,0.436813,0.154411,0.659086
-0.842669,0.277922,-0.640996,-1.462354,-1.074073,-2.918034
0.090296,-0.760116,-0.760288,0.255158,0.012760,0.108868
0.025825,0.115729,-0.693597,-0.804639,-1.183705,-1.550813
0.010030,0.093355,0.401747,-0.016205,0.724817,-0.549025
0.131885,0.296202,-0.100646,-0.653143,-0.695273,-1.032869
0.194219,0.027988,-0.808456,-0.959806,-1.998116,-1.687239
0.080329,0.011174,0.254321,0.762860,0.330510,1.012129
0.013084,0.674302,0.846087,0.686084,0.289109,0.450816
-0.793381,-0.176196,-0.933361,-1.406245,-1.388286,-3.304805
-0.431226,0.303525,0.433480,0.027857,0.020025,-0.501263
-0.065721,0.230054,0.639419,0.125912,0.196334,0.543940
