X0,X1,X2
0.014041,0.264899,1.270780
0.620256,-0.200937,0.522663
0.118781,0.079625,-0.051438
-0.616552,-0.990316,2.087926
-0.825615,-0.609890,0.691773
-0.118140,-1.033630,2.355804
-0.383396,1.059198,-1.244903
-0.155071,-0.165380,0.182797
0.729328,-0.196065,-0.019378
0.388878,-0.926255,0.757027
-0.304417,-0.094176,-1.040580
0.025999,0.734773,-0.507298
0.209871,0.667611,-1.410743
0.476692,-0.752376,1.018861
-0.365493,-0.013251,-0.611286
0.348297,-0.023605,-0.360905
0.140893,0.304929,-0.473765
0.248397,-0.750765,1.374299
-0.146573,-0.473595,1.045300
0.222052,0.296924,-0.227347
-0.573060,-0.174442,1.125531
0.196645,-0.408956,0.150992
0.237388,0.449443,-1.516959
0.434397,1.233382,-2.141541
0.557818,0.336362,-1.369163
0.378831,0.847660,-1.790924
0.487012,-0.078240,0.140779
-0.285135,0.101396,0.131999
0.586276,0.077259,0.271102
-0.403498,-0.419521,1.818785
-0.105861,-1.456122,2.250432
-0.436052,-0.849211,1.338346
-0.116139,-0.225039,-0.053965
0.521453,-0.373476,-0.538255
-0.228813,0.194500,-0.071957
-0.855515,0.496691,-1.231031
0.123089,0.927648,-1.754622
0.414114,-0.310703,1.354614
0.554645,0.258919,0.024895
-1.213850,0.428759,-0.883784
-0.766117,-0.016386,0.390403
-0.647514,-0.276564,1.691557
0.357526,0.709963,-0.856769
0.388821,-0.539117,0.762818
0.055419,-0.757998,1.570555
-0.236956,-0.183319,0.603136
0.244942,0.267144,-1.015947
0.104989,0.324726,-0.554275
-0.400463,-0.018934,0.354740
-0.274091,-0.027174,0.082692
0.479544,1.015792,-2.039047
-0.329077,0.173896,0.042568
0.127975,0.074841,0.285784
-0.589816,-0.610951,0.200174
0.800948,-0.040835,-0.823068
0.529169,0.382039,-0.689459
0.296065,0.282529,-0.431215
0.463392,0.459882,-0.952079
-0.198763,0.046893,-0.742012
-0.258805,0.322323,-0.915725
0.754276,-0.157611,-0.316130
0.360902,-0.816408,1.090636
-1.083195,0.101263,-0.215487
-0.360141,0.457687,-0.711012
