X0,X1,X2,X3,X4,X5
0.133212,0.350792,1.261626,1.743435,0.997618,-2.726399
-0.203456,0.346692,0.505512,0.885680,-0.485533,-1.309090
0.330008,0.278500,0.664265,0.165580,0.846021,-0.662652
-0.319199,0.144696,0.022304,0.549103,-1.095618,-0.772457
0.166139,-0.212184,0.272744,-0.082411,0.638605,0.449240
0.704234,-0.143883,0.073723,-0.399541,1.797200,-0.698108
-0.719296,0.563271,0.008400,1.061054,-2.493391,-0.785186
-0.078236,-0.546292,0.166850,-0.510887,1.080051,0.231987
0.465502,-0.316006,-0.181571,-0.154956,0.281349,-0.099592
-0.357946,0.234901,0.506170,0.442725,-1.054640,0.325796
-0.371391,0.421960,0.415459,1.169315,-1.579563,-0.512087
0.133238,0.099688,-0.591917,0.128255,-1.360187,0.020008
-0.828581,-0.288762,-0.138797,-0.847125,-1.131760,1.172147
-0.500944,-0.033327,0.152644,0.882143,-0.974778,0.062030
0.183786,0.343058,-0.372684,0.250857,-0.374775,-0.153184
0.631529,-0.761307,-0.430006,-0.475187,0.248442,-0.050039
0.459110,-0.855873,-1.140017,-1.585075,0.467375,1.375027
-0.411892,1.101310,0.913886,1.852674,-0.863123,-1.656717
-0.011414,-0.793546,-1.125035,-0.994824,-1.604421,2.448374
0.158095,0.310711,0.388831,-0.208944,0.854051,0.619127
0.268742,-1.001038,-1.115569,-1.806118,-0.012411,1.771696
-0.157894,0.310409,0.332355,-0.418727,0.627558,0.162026
-0.524346,0.227874,-0.045802,1.019140,-2.066429,1.012673
-0.404187,0.470964,-0.002953,0.074952,0.273220,-0.184830
0.651442,-1.370798,-1.076503,-2.481426,0.478618,3.607765
0.350215,-0.698306,-1.339031,-1.311491,0.058466,1.295784
0.147117,-0.254286,-0.733398,-0.523207,-0.073497,0.169429
-0.574401,1.465728,0.870242,2.172184,0.190660,-3.225450
-0.358306,0.067467,0.659987,-0.552612,0.874048,0.000131
0.470822,-1.195972,-0.933255,-2.261536,1.209875,1.572669
-0.376516,0.795726,1.000371,1.572917,0.499352,-1.856199
0.325225,0.040163,0.146795,-0.207117,1.132342,-0.684990
0.444352,-0.226636,-0.103394,-0.105267,0.358829,0.100795
-0.259782,-0.310508,0.089941,-0.023797,-0.387547,-0.189053
0.004964,-0.130163,-1.069692,-0.203443,-1.373289,0.617053
0.367387,-0.561460,-0.144976,-0.896959,1.024487,0.773753
-0.309545,0.208988,-0.249710,0.346103,-1.507952,0.864796
-0.174595,-0.742934,-1.374934,-1.701257,-1.754959,2.872121
-0.412951,0.637538,0.859282,0.856315,-0.225262,-0.934899
0.300544,-0.604838,-0.473056,-1.661344,0.579372,2.525975
0.240013,-0.685901,-0.098786,-1.417985,0.941051,1.791942
0.222682,-0.131312,0.166731,-0.288603,1.005360,-0.138213
-1.011704,0.810771,0.277330,1.758211,-3.584276,-0.512966
-0.161013,0.038973,0.025189,-0.095858,1.075802,0.209630
-0.215269,1.083797,0.851038,1.431982,0.295683,-0.440634
0.055110,-0.065017,0.076164,-0.849354,1.332445,-0.097127
0.641054,-0.558166,0.221178,-1.344415,2.654787,-0.202676
-0.102119,0.776682,0.773927,0.826307,1.469079,-1.744413
-0.202212,-0.027135,-0.023350,0.635268,-1.199850,0.462299
-0.226365,0.290494,0.622467,1.055696,-0.285038,-1.609516
0.622489,-0.328361,-0.346533,-0.215858,1.319207,-0.362434
-0.864291,0.691177,0.414287,1.582040,-1.352768,-0.542371
0.193689,0.547745,0.361995,1.222068,0.442083,-1.662045
0.508179,-0.002683,-0.212462,0.190096,0.892096,0.304202
0.472302,-0.755037,-0.760647,-2.159099,1.397690,1.988112
-0.505388,0.177736,-0.406514,-0.441300,-0.465466,0.574491
0.321345,0.132274,-0.291301,0.243758,-0.341211,0.413640
0.124636,-0.170762,-0.215898,-0.296273,-0.142165,0.635037
-0.720494,0.888814,0.653320,2.486871,-3.110582,-1.816990
0.322919,0.093172,0.498695,0.803967,0.525845,-1.209252
-1.113396,0.498204,0.420554,0.302216,-1.524701,0.978849
-0.049033,0.374378,0.678430,0.205769,1.908662,-0.753108
0.045489,-0.440212,-1.054780,-0.573370,-2.083106,0.787278
-0.592357,1.390516,0.441729,2.045206,-1.226219,-1.245343
-0.087845,1.239285,-0.122574,2.478774,-2.151621,-1.043139
0.378930,0.291893,0.426443,0.698720,0.731970,-1.236267
0.514434,-0.868886,-1.343751,-1.731456,0.493942,0.782024
0.224658,0.576275,1.334492,0.279496,2.065245,-1.386399
-0.093621,-0.682512,-1.410336,-1.177657,-1.355231,1.605286
0.230715,-0.096590,-0.114567,1.144121,-0.947251,-1.085658
0.146355,-0.296107,-1.411419,-1.153369,-0.451268,0.761893
0.195857,0.221468,0.188137,0.593620,1.168243,-1.411084
-0.425515,0.057527,0.722939,0.809629,-0.358275,-1.303414
-0.250359,0.557781,0.599756,0.617125,0.370259,-0.554539
