X0,X1,X2,X3,X4
0.091274,0.241781,-0.984734,-0.188666,0.061048
-0.431731,0.060762,0.649970,0.027264,-0.063635
0.132891,-0.273397,-0.026573,-1.029318,-0.027143
0.262684,0.501482,0.904355,0.152873,-0.822094
-0.347072,0.424710,0.488928,1.146122,0.397182
-0.323262,0.248169,0.070271,1.774791,0.242582
0.341138,-0.824487,-0.782645,-1.031386,0.345229
0.217529,-0.440065,-0.417263,-1.203636,-0.291021
-0.596143,0.620097,0.374973,1.881985,0.595672
0.860502,0.973352,0.178873,0.523396,0.488392
-0.709498,-0.569782,0.383142,0.599728,-0.950719
-0.022474,1.037122,-0.823465,1.728041,-0.168326
-0.401423,0.249193,0.557040,1.757534,0.353014
0.088128,0.241130,-1.437059,-0.140409,0.405244
-0.329449,-0.416634,0.213106,-0.824726,0.536947
0.948735,0.279452,0.257172,-0.023872,0.968034
-0.274242,-0.451435,1.086321,-1.402161,0.151061
0.782528,-0.019786,-1.200304,-1.132685,0.070882
-0.192668,0.054853,-0.041491,0.599247,0.445175
0.403589,0.751156,-0.204530,0.569625,0.187006
0.204103,0.006908,-0.137372,-0.427275,-0.110232
-0.604748,0.125631,0.381204,1.965015,-0.503089
-0.110704,0.246905,0.266635,0.215952,-0.172747
0.089469,0.292321,0.176323,0.598386,0.875507
-0.079836,0.164638,0.306676,0.606990,-0.121149
-0.665285,-0.248392,0.355969,1.299048,0.438064
0.448439,0.150994,-0.024784,-0.630169,-0.819435
-0.558275,-0.097812,0.466928,0.507715,-0.583235
0.146453,-0.583375,-0.817868,-1.632252,0.547381
-0.280052,0.034518,-0.379261,0.466856,-0.185448
0.673150,-0.690804,-0.817128,-1.894926,-0.138281
0.545999,-0.746687,0.159331,-1.795775,0.188786
-0.024863,0.040922,0.601130,-0.181953,-0.241385
-0.038906,0.454018,-0.375298,0.514546,0.536284
0.265115,-0.100206,0.077220,-1.718860,0.230932
-0.185627,0.157914,-0.568143,0.859139,0.113535
0.363325,0.032616,-0.835789,-1.150314,-0.101927
-1.310335,0.147227,1.045514,3.104286,0.220167
0.257934,0.158135,0.692967,0.843351,-0.132030
-0.140724,0.537084,0.157240,0.958117,-0.049719
-0.017215,0.231849,-0.136109,0.800525,0.474678
