X0,X1,X2,X3
0.11956524711718172,0.14614199942498396,0.557707111852892,0.008893049972234057
0.23017425371559985,0.022243235662242754,0.3037546384601863,-0.1433813042053999
-0.09713089588559871,-0.22554643550818954,-0.2855683042023707,-0.18400602577915423
0.1428620447862981,0.30240906747523105,0.2735719633802553,0.40436163534640723
0.2312407309830389,0.502965096233124,0.9998361302900292,-0.1551178123088815
-0.02522270832132208,-0.20328576359450498,-0.41915699646582155,0.4042351196192173
-0.3024678195082508,0.1858208759074276,0.8582302342392464,-0.2735803755861383
0.1453788339201628,-0.03635065674458377,-0.40089786121388343,-0.019224458739716982
-0.1093502829055202,-0.12793653956745824,-0.3184707176994976,-0.46512480368941045
0.3203281823270175,0.18282987493558936,0.7808968547413663,0.8400532842911114
-0.5465839406721129,0.7178507481756994,1.447672048550281,-0.6972757793133224
0.11580922563278209,0.14795703214542213,-0.2646706799159506,0.4234564156995097
-0.04655042982514415,-0.1631659969492922,0.30778228139050695,-0.15528424166969385
0.1289429868927504,0.12635646911913867,-0.0831230107713869,-0.07186780515645166
0.4791283266077676,0.04419039484744597,0.10297687709677138,0.7289907235337318
-0.44532654192063337,0.045185401595819956,-0.5230642357001845,-0.3507703587917811
0.0698228191864394,0.08217090833594477,0.3613813323694514,0.3933731580824771
0.042784708468824754,-0.529119944580051,-0.9973512302684915,0.014646115327157497
-0.4958789518011892,-0.044585583199115965,0.23870961878401198,-0.5353173479680327
0.24873133435126865,0.3466517105874282,0.2065985096783169,0.33748873668587664
-0.42057717519422627,0.3254702341265056,0.7083054739759908,-0.45162565479382655
0.3995907378957072,0.045847580287315,0.3267707129557897,0.4000787590630583
-0.6502464036184604,0.7397309056007407,1.0952196258746143,-0.48862265519989356
0.09751933994925883,-0.17917947209976529,-0.04674522072157378,0.086503794593152
-0.17739190419332773,0.16659677379017576,0.07752983623308854,-0.429043532204605
0.3373839092868011,-0.1755229247442365,0.05580340597300526,0.637562269327344
-0.04166652956865022,0.07184480047742928,0.3062512585229592,0.6427643347697104
-0.28421700815977424,0.08525287059408657,0.0575788670924092,-0.4048404778133448
0.30999576504170706,-0.5006130410329649,-1.0703356762114273,1.181040220620858
-0.22197035069142332,0.4880221032750265,0.5647938740468834,-0.574713464110556
-0.27371010186649286,0.13159802155412856,0.3972078727020232,-0.13795355749808424
-0.2578071930407201,0.10898998465065561,0.40498354229509076,-0.4101685221772412
0.0590597798548118,-0.3406371431206551,-0.6606502149959613,-0.13321670288490495
-0.44762577714396434,0.2749818954211109,0.4455673122288233,-0.5107324114779436
-0.18078658340237827,-0.07503925243351951,-0.21309196301325273,-0.9539384696889318
0.6225858635067251,0.03372388041249328,-0.21082761626651347,0.8208521883777137
-0.6017555750428817,-0.16777631091839115,-0.30495168137896067,-0.8076299360368614
-0.5303340361291153,0.5314759759596499,1.0477751816329033,-0.5657535682385108
0.1391580155309772,0.39678504548420523,0.546775457212826,0.6067629759964862
0.31578385122422503,0.16137174298029403,0.43519658500405456,-0.2049073662819509
-0.25645841898159594,0.28304574176108965,0.25029145470563036,-0.5326293136209541
0.030264711954799746,-0.4647142548560462,-0.8003829699368766,-0.1160036831794791
-0.18912389957395342,0.0725673834979773,0.6028490469238899,0.2628584361907562
0.017582376498452023,0.009302998992490208,0.5741983557036002,0.23417331887165138
0.1426971859280122,-0.4133604368465265,-0.640090132079733,0.3074750464486466
-0.2142501092746981,0.09178446031975529,0.31455873442194926,-0.3899572702133302
-0.018356410946016272,-0.04371119055425565,0.12572432482136925,0.0668449550060897
0.430433471604557,-0.04764515860366406,-0.4793681514376355,0.5333987015785386
-0.3085646233757486,-0.10922596314071932,0.17567630497995712,-0.49661032148239104
0.04448075653807226,-0.12772236331606213,0.033277340489065915,0.283598324267321
0.2354040504553068,0.3466834381783937,0.5811179967844449,0.5004256153630435
0.5058560456589766,0.007263610916012395,-0.22033550215351871,1.0528301901806754
0.22933488788976905,-0.46292370735893895,-0.36527787868534495,0.1616286409548316
-0.22453741481040349,-0.0405469169170247,-0.3397285018905969,-0.40103050988810124
-0.5651045084493824,0.07287860264691018,-0.3346186378286269,-0.6114520946047555
0.5147610366328218,-0.49301602528134403,-0.568951339187749,0.8566230022962629
0.05064060179205275,0.1691715016263416,0.621103077741388,-0.2974075137519436
0.2037880620989918,-0.3819010797373485,-0.7658026561668247,0.4646131598617983
0.4521798368241745,-0.05665522501259395,-0.2730768452006842,0.6391483627856992
0.10730329896206803,0.1503087968841962,0.6524455355616723,-0.253183712717139
0.14426361204437338,0.3508658667091295,0.9623730729096385,0.3978971228762518
-0.22431937145061126,0.17687444198641272,0.3399788483329966,-0.6129820396093405
0.20609316965670196,0.21985419876397697,0.2596497970341096,0.21762203681370065
0.09028376065102865,-0.21771416089903398,-0.6823384326971194,0.16597096628623437
0.23613404228283605,0.6184274496168672,1.7829467463528057,0.3349631255155848
-0.44521607040279615,0.17269377902265587,-0.1261706739192731,-0.48178727525252785
-0.21731866425838775,-0.33754891257515623,-0.8941236081122447,-0.407217155341164
-0.029105171034444297,0.10669657325184942,0.26762201936792357,-0.5129577676411328
0.03941980698239405,0.513387526272712,0.9496142617103865,0.21280140989337784
0.0028219335199079457,0.15314478099800924,0.07462845502534635,-0.1516779957788385
-0.11047560402871183,-0.2788069507146128,-0.781648607564942,-0.35729355889602654
0.08876861935919049,0.24614050283126984,1.0175885257090038,0.11392905595162313
-0.061968774212356414,-0.1777942873779871,-0.02781051173893473,0.35449533073941014
0.14008900639651248,0.16027934572501856,0.52723634750266,0.5719838292668187
