X0,X1,X2
-0.08967717999087856,0.3099037282281697,0.24730056393159097
-0.3416102521600456,0.10951716221632801,-0.7994257485832376
-0.124105824442794,-0.07353854675196982,-0.013578628149723465
0.5541955080976535,0.2733496280887668,1.404275310302702
-0.4692827850048827,-0.023378928268005566,-0.897540780686334
0.28787548560376974,-0.31772377955353187,1.0444411919807388
-0.20769307928708883,0.17643058612826326,-0.33541961274333354
0.27869090188726053,0.4868618063439524,0.4643659749802662
0.15048170501952823,0.6197695219665004,0.5191321992906902
0.09800409209018897,0.13352869652614646,-0.07461580384919658
-0.2956358926277535,-0.05698750354532064,-0.5734636076135279
0.024536516848730136,0.034040694299659925,-0.132429822311333
0.20251779575484175,-0.12430103423938793,0.3271882858010249
0.15805934989364076,0.38384282082541354,0.03670399656271528
0.05646155169348889,-0.08814517545016456,0.28144390903052735
-0.542519809326901,0.16735111913557485,-1.2673450670443995
-0.06457645264066729,0.1549521191053407,-0.17856979192581196
-0.5512005434740114,0.07646960856529537,-0.824819278889399
-0.5165082129705968,0.24353171568712925,-1.17722602490174
0.5407746309109241,-0.18452172284060248,0.35804121441479286
-0.19588616818376225,-0.17119414756970727,-0.2994344509105879
-0.2050284475343921,-0.441753238087752,-0.3643600280959396
-0.4505388850419518,-0.004914447203166552,-0.9040585467190367
-0.08282602024155623,0.007200291480471656,0.12329923446441993
-0.15180023073210208,-0.017250024123279223,-0.8143179797110607
-0.5308450370174193,-0.045417358480101144,-1.1305330456670406
-0.2721765988909976,0.11543707370069972,-0.5254046536552658
-0.3320396621380703,-0.09163427393064867,-0.48267537297788266
-0.006954327101629469,0.42509325466905507,-0.5408540240644616
-0.14104336031066586,0.02902968679572373,-0.661587613355475
0.06339505211171312,0.2293423894594172,0.21699533299497595
-0.3406744798492524,0.046341501761775886,-0.23470087835853032
0.5347772795732385,0.30606614738294374,0.8980301147761874
0.16664426899525123,0.5030566690458972,0.5792545785193721
0.05461518911865038,0.5715538518429167,-0.11953453273484245
0.20817930338766003,0.24668352364820872,0.6620544828376322
0.1946932670305728,0.20172181774013345,0.0569351974513751
0.165546987597328,0.1237838426716994,0.3012730489995695
-0.28900381915867024,-0.18494549631358095,-0.5688288549114818
0.056594380648457066,0.23819585984880845,0.054614456705847844
0.25557200471597624,-0.5336003426742837,0.5472209853610525
-0.23291311138426096,0.03245552973523796,-0.231428327585971
0.05880379130126254,-0.019048813184195587,-0.05009886064446652
-0.004874861458286288,0.02698899695422463,-0.07206554122812908
0.23160535974624746,-0.4626798696047312,0.8326928915974009
0.2089009931532639,0.3297078229159998,-0.02450667389540767
0.22549127328356844,-0.09105234511847494,0.40940761888242544
0.13005900740906062,-0.06610210454431398,0.17726748784425073
0.007150418594743351,0.12981622441793556,0.35737926060896197
-0.3768074602298856,0.33938158046997885,-0.6385398266513715
-0.1767943120955088,0.22874294733498807,-0.2098667172366068
0.265735960330329,-0.09729997962250443,0.8110031361935719
0.07000958832438765,-0.4835626264676679,0.15859851693612056
-0.27185266987419693,0.17095904609861093,-0.22223766372967096
-0.17259909490433395,0.0401241393613014,0.01909022488821077
-0.24811748218661256,-0.0981633494430452,-0.024496465233756426
0.27620491697862753,0.16405530768159232,0.6008072606833489
-0.2482461302327081,-0.18797356150604136,-0.03715924745102722
0.06432215600669668,0.5921575034986202,-0.0651177559126827
0.2717255397451408,-0.07228046861578877,0.6393349980660059
0.10438991954791388,0.2924489216976295,0.09361053417495918
-0.44280228121902365,-0.3569788483181254,-0.8850463611001462
0.27280242903655794,-0.0071053919648860955,0.4355776391747287
-0.2111167754748109,-0.25187164127845935,-0.8065662207688093
-0.2937863932031753,-0.03365534808655589,-0.9215469008522574
-0.08258938264347022,-0.33254889367021184,-0.08332569368041
0.3309461651544051,-0.4661980092733241,0.8494465949063991
0.32211817226686285,0.1251208966897861,0.7825895272865109
-0.09554008353293854,0.03339469003732119,-0.1770617490529018
0.2898587458801452,0.13796635669731389,0.3088131576157377
-0.9174940030383051,0.3754365805070055,-2.090934569556895
-0.06855182556089003,-0.16773453539502528,0.4200774794765822
-0.17182692531565594,-0.04913422114476949,-0.12451971766004785
-0.271961355209916,-0.007807615812963641,-0.6724115817299688
-0.3759534929112062,0.09193755172611633,-0.8349596136300396
-0.3443715292917009,0.12371721690129046,-1.097292921237879
-0.00950162754246684,-0.10630124874864198,0.0905689374818307
0.3546081059699128,-0.06433497826311566,0.4015774783122337
-0.28281879961178175,-0.16502565265946093,0.003817706406166854
0.08465371569497163,-0.1679937631504104,-0.39301980725510566
0.4791298564670882,-0.25270167246772796,0.9408578997505733
0.029115842311250882,0.040398220244781555,0.5993223119882202
-0.31685257996163413,0.32196000004695163,-0.6354449951059152
0.07942555379937194,-0.15511109494641837,0.5707753379434533
0.030932909504824628,0.2959383199114567,0.24490159785805687
-0.49107016585563,0.06284341201309397,-0.8080490890339114
0.6951113524539956,0.2370524815704293,1.2108421934957405
0.5449512919862454,0.46605281520964026,1.035970440167232
0.2896020287419058,-0.11735040821097688,0.07143696887166884
-0.026640961529847965,-0.1062649106622182,0.038562999089716984
-0.12862832278482578,0.026557457210999037,-0.2486687461772011
0.2610093483883659,0.2748567054261699,0.256548262108401
0.3774374319433507,0.48717213373740875,1.3010384207024908
0.01058888584094169,0.9029341140867593,-0.0683937909155508
0.08267955577277265,0.3482020180012764,0.07900751767345558
0.034448014447214396,0.36815180831017985,0.2543637219357028
0.317240683602761,0.07121944163185401,1.0147919104359566
-0.1199472443968982,0.554786754151245,-0.10682951636051968
0.26050296913191695,0.2613159702178,0.3198877848468683
0.17356180649255196,-0.5073303107655434,-0.24156429779302346
0.2692098509843172,0.2145267413823657,0.5978506437532883
-0.5125557250490788,0.2595741162871591,-1.1781413847049074
0.15110505913144068,-0.155760918869255,-0.0813781603455736
-0.09333888383242514,-0.24566577380911866,0.4802183680626788
-0.217134622509514,0.03303595347683236,-0.7819626863963887
-0.3160227831773376,0.2526208794839732,-0.37424232546243363
0.07334926068534442,-0.12826385411271654,-0.4558404002663434
0.6935672485038074,0.0884158183538296,0.5484720008845109
0.2927683566667687,-0.2563671664308231,0.4701007072277131
-0.22699227074412964,-0.27289228543101024,-0.3574437201992863
-0.20272035946062064,-0.10907856662120055,-0.0031587582832787175
-0.21853803116137374,-0.07105415154796124,-0.25593053292176476
0.43683175049647893,-0.16904069505521652,0.7874310505375185
0.35264569057092626,0.09948007405441896,0.673536489155205
-0.46547122542170516,0.5658008498867483,-1.135319363644726
0.005396190348299252,-0.49882262787828163,0.02722844581893756
0.1804879206582218,-0.30453502716119074,0.23288319701235205
