X0,X1,X2,X3,X4,X5,X6
0.173284,0.194031,0.022972,0.030892,0.202574,-0.388331,0.448174
0.436042,0.120097,-0.089570,-0.115509,0.543422,-0.523809,0.484423
0.334207,0.209392,-0.374744,0.790993,0.243760,0.121551,0.468937
0.545350,0.036310,0.654755,-0.540883,0.017451,-1.874360,2.027190
0.233412,0.061978,-0.111758,-0.243730,-0.377029,-0.319920,0.151506
0.211908,-0.527817,-0.042028,0.289326,-0.532258,-0.490502,-0.140471
0.236620,-0.047322,-0.140332,0.137757,0.443048,-0.193391,0.481600
-0.270872,-0.383868,0.239063,-0.196708,-0.454795,0.129791,-0.390402
-0.294462,0.244535,0.139402,-0.253623,0.551733,0.235040,0.000746
-0.295963,-0.452948,-0.012675,-0.000974,-0.648279,0.901530,-1.765568
0.292367,-0.240854,0.134077,-1.003778,-0.416496,-0.416258,-0.443623
0.108095,0.072780,-0.350290,-0.052282,-0.446775,-0.127629,0.372514
-0.020691,0.041677,0.077845,0.257359,0.171348,-0.005152,-0.409023
0.040273,0.072497,0.333870,-0.344053,-0.018705,-0.850156,0.974376
0.284532,-0.074961,0.145358,-0.062055,-0.254617,-0.487328,0.161985
-0.121335,-0.230217,-0.029317,-0.014603,-0.334348,-0.055425,0.074725
0.401211,-0.214764,-0.031781,0.020879,-0.092347,-0.732801,0.457115
-0.206093,0.016075,-0.258754,-0.104692,0.068994,0.678804,-0.471218
-0.016174,-0.206779,-0.288901,0.589446,-1.222652,-0.008708,-0.110369
-0.066557,0.103234,-0.579285,1.107137,0.298491,0.928012,-0.822467
-0.131226,-0.080303,0.118729,-0.351553,0.185774,-0.053037,0.216077
-0.037457,0.535324,-0.087280,-0.061396,0.488637,-0.065535,0.809931
-0.148040,0.193373,0.065303,-0.303895,0.167944,0.002461,0.603536
0.209545,0.234769,-0.040677,-0.456661,0.443126,-0.494423,0.708286
-0.155306,0.088844,-0.012761,0.562636,0.137369,0.014822,-0.267289
-0.108799,-0.039569,0.406529,-0.450178,0.301963,-0.277740,0.339663
-0.370159,0.196403,-0.315548,0.339136,0.183443,1.391086,-1.297436
0.428317,-0.004430,-0.262937,-0.025409,-0.521993,-0.173855,0.100914
-0.415105,-0.312457,0.327498,-0.347747,-0.440454,0.064874,-0.449351
-0.174049,-0.352150,0.245984,-0.005947,0.209479,-0.152333,0.049921
0.345799,-0.393876,-0.141743,0.180215,-0.484823,-0.742593,0.139918
-0.049219,0.507516,-0.107959,0.018927,0.256520,0.137629,0.635131
0.141333,0.053073,-0.025382,0.244696,0.487416,-0.296233,0.616124
-0.209853,0.087070,-0.191157,0.086988,0.121678,0.369635,0.096439
-0.355095,-0.119590,0.223133,-0.244588,0.282436,0.423748,-0.531580
-0.036617,0.134418,-0.214377,-0.025955,-0.367724,0.233327,-0.469237
0.304700,-0.133204,0.065697,-0.114196,0.085003,-0.445429,0.346736
-0.365826,0.144453,-0.107569,-0.349561,0.137509,0.795393,-0.477723
-0.056217,-0.711082,-0.149445,0.516560,-0.379743,0.272668,-1.330817
-0.167593,0.185595,0.240400,-0.503792,0.122350,0.039278,-0.085592
0.079187,0.068940,0.139077,-0.085822,0.319228,-0.307737,0.752346
