X0,X1,X2,X3,X4,X5,X6
0.638419,0.509772,-0.168173,-0.801761,-0.340929,0.862194,0.945651
-0.563268,0.939807,-1.603209,0.620976,-0.253955,1.172120,1.180027
-0.469952,-0.919667,-0.366989,0.261087,0.044873,-0.244443,0.114241
-0.391419,0.380081,-0.226560,-0.345701,-1.002436,0.457131,0.362852
-0.758959,-0.720449,0.549429,-0.619436,0.121705,-0.595454,-0.539368
-0.755840,-0.249135,-0.289392,-0.793114,-0.903334,-0.012235,-0.099097
-0.278181,-0.187880,0.011587,0.471064,0.323547,-0.266759,-0.647462
-0.266992,-0.005951,-0.081243,0.358323,0.565502,-1.042846,-1.015360
-0.514700,0.213277,-0.021663,1.058728,-0.999942,0.245753,-0.120054
-1.012557,0.052283,-0.963660,-0.187480,-0.024884,0.212341,0.063540
-0.289641,0.042266,0.142215,-0.214123,-0.372340,1.141517,1.363751
-0.392259,0.724247,-1.112838,0.519540,-0.069242,1.637378,1.270428
0.485884,0.581086,-0.548047,0.361922,-0.093531,1.878551,1.681282
-0.277003,-0.384620,-0.118965,0.047890,-0.136781,-0.374046,-0.356104
-0.058071,-0.217155,0.532292,0.052077,-0.636191,-0.420541,-0.862657
0.115585,-0.495742,0.425337,0.172072,0.493598,-0.459444,-0.837694
-0.017126,0.801886,-0.763561,-0.043416,-0.484847,0.478754,0.865858
0.032255,0.629052,-0.425783,-0.629670,-0.382042,0.852974,0.313825
-0.024997,-0.652299,0.629913,0.151416,0.158082,-1.037586,-0.836079
0.104962,-0.726346,0.351997,0.143247,0.718165,-0.326762,0.034719
0.429159,-0.360886,1.120373,-0.151673,0.137743,-0.546017,-0.068029
1.377195,-0.537947,1.745660,-0.622160,-0.209756,-2.365563,-2.038129
0.762932,-0.227290,0.358612,0.411655,-0.237637,0.239998,1.072406
-0.797641,0.152953,-0.377320,0.815423,0.337142,1.530880,1.202612
0.299202,0.782929,-0.938237,-0.011739,0.124172,0.847454,0.540617
-1.089727,0.586759,-1.439002,0.385587,-0.306244,1.951811,2.197548
0.517424,-0.086413,0.613556,-0.261324,-0.491073,-0.803336,-0.498726
-0.184575,-0.357308,-0.605866,-0.325089,0.162459,1.573891,1.594583
0.044336,-0.078161,0.374277,0.144065,-0.647250,-0.199238,-0.398514
-0.196462,0.649524,-0.681978,0.240451,0.875609,-0.300577,-0.573134
0.124082,0.539796,0.014750,-0.296223,0.259360,1.138402,0.821383
-0.359615,0.957129,-0.401337,-0.138183,0.109958,1.239471,0.701910
-0.589877,0.455684,-0.937605,-0.424885,-0.633614,1.583663,0.507176
-0.564877,-0.267130,-0.091083,0.265807,0.159391,-0.900741,-0.863721
0.593788,0.314243,0.199225,0.341343,0.052914,0.499080,0.010645
-0.238158,-0.314706,-0.373468,0.020342,0.581892,0.183563,1.270926
0.228565,-0.183638,0.559306,0.123287,-0.872584,-1.405358,-0.829133
0.298745,0.185609,0.119751,0.826815,0.355388,-0.266435,-0.015610
0.995886,0.293033,0.934696,0.497593,-0.516118,-1.315860,-2.149760
0.221760,0.328752,0.876124,-0.497904,-0.043280,-0.330777,-0.023035
-0.288650,0.240281,-1.312106,0.822353,-0.169694,1.022219,0.403092
0.116908,0.371793,-0.207018,-0.686744,-1.086130,0.437141,1.352495
-0.138951,-0.467841,-0.334374,-0.363205,-0.424113,0.114728,-0.113300
-0.604548,-0.043776,-0.033458,0.735089,0.326176,0.085455,0.703448
0.316643,0.668927,0.018750,0.324364,0.152231,0.519106,-0.070351
-0.000801,0.925490,-0.486936,-1.235193,-0.616724,0.683911,1.354418
-0.174296,0.460024,-0.311625,-0.069152,0.041911,-0.121437,-0.590834
-0.948808,-0.000231,-0.984592,-0.727088,-0.761473,1.666175,1.175573
-0.483623,0.039055,0.049381,0.084840,0.740430,-0.655066,-0.496263
-1.209293,-0.652169,-1.022693,0.140477,-0.387250,0.555781,1.177207
-0.680693,0.599408,-1.267028,-0.646415,0.168276,0.640862,0.668858
0.231495,-0.502292,1.029619,-0.528635,-0.517456,-0.599399,-0.662037
0.138192,0.349420,-0.694662,0.271011,-0.018968,0.287599,1.623671
-0.129868,-0.765644,0.646137,0.375257,-0.803842,-0.663930,-1.288243
-0.069308,0.637702,-1.249706,0.255923,0.463336,1.965616,2.668638
