X0,X1,X2,X3,X4,X5,X6
-0.694411,-0.169772,0.437551,0.158229,-0.149817,0.418653,-1.341639
-0.058167,-0.552539,0.973144,0.133648,1.427768,-0.621977,-0.651016
-0.673866,-0.471592,0.527985,0.163409,0.259107,0.173558,-0.887983
-0.133345,-0.827756,0.790149,0.814310,1.933367,0.294251,-1.210468
-0.168415,0.356393,-0.605073,-0.660890,-1.433781,0.306657,0.953616
0.627261,0.413372,-0.627149,0.059006,-0.240374,-0.479312,0.165215
0.521101,0.503644,-0.361940,-0.563420,-0.643607,-0.118032,0.480971
-0.258683,-0.257566,0.160397,-0.057181,0.365571,0.427145,-0.255300
0.189725,-0.654295,0.722620,0.675482,1.183989,-0.255052,-2.009949
-0.212027,-0.493514,0.538971,-0.149428,0.069275,-0.429509,-0.672644
0.236436,0.176537,0.070581,-0.364396,-0.149757,-0.417475,0.325933
0.003305,-0.226301,0.990160,-0.244175,1.241295,-0.319241,0.076407
-0.199135,-0.561567,0.392860,-0.024641,-0.155413,-0.876213,-1.040758
0.489903,0.687573,-0.172140,-0.181263,-0.353947,-0.434167,0.807819
-0.063246,-0.354255,0.943624,-0.043556,1.380120,0.154187,-0.040351
0.811039,0.661952,-0.320157,-1.143748,-1.044652,0.484807,1.486828
-0.245963,-0.285554,0.133331,-0.322779,0.806170,-0.191863,0.194060
0.292544,-0.240459,-0.358491,0.340634,-0.912093,0.039690,-0.913180
-0.429271,-0.049130,-0.516320,0.574091,-1.381851,-0.043362,-0.603575
0.286972,-0.044329,0.391430,-0.009135,1.029160,-0.130500,0.048933
0.749734,0.243055,-0.058358,-0.505517,-0.588407,-0.531480,0.094181
0.333996,0.138222,0.263735,-0.114338,0.037496,-0.604123,0.036471
0.778893,0.462435,-0.391956,-0.663195,-0.160877,0.526292,1.296802
-0.455327,-0.580113,0.098840,0.737429,-0.183528,-0.062146,-0.993354
0.294617,-0.440992,-0.169466,0.358164,0.227599,0.277527,-0.419829
-0.072520,0.407133,-0.182735,0.110581,-0.271698,-0.001246,1.098531
-0.507579,-0.452492,0.085937,-0.075917,-0.171559,0.568855,-0.662533
-0.027367,-0.067916,-0.195096,0.197559,-0.113855,-0.600461,0.485960
