X0,X1,X2
0.462007,0.028452,0.258177
0.553728,-0.075934,-0.021559
-0.075260,0.036605,0.124991
-0.119885,-0.453101,0.258958
-0.035343,0.244430,-0.001665
0.311555,-0.240250,-0.194076
-0.415363,-0.704411,0.173906
-0.054562,0.086884,-0.035482
0.091970,-0.053000,-0.433108
0.424584,-0.325908,-0.114078
-0.260395,-0.301249,0.313464
0.158451,0.247464,0.037579
0.072705,0.093287,-0.464668
0.269768,0.011391,-0.176772
0.251479,0.102709,-0.113634
-0.167191,-0.128811,-0.280116
0.815488,0.045518,-0.370929
0.403084,-0.245017,-0.536135
-0.288608,-0.173988,-0.038433
-0.187206,0.088410,0.094278
0.199773,-0.003062,-0.596071
-0.126270,0.030052,0.519854
-0.035315,0.275184,-0.284958
0.457967,-0.158197,0.091004
0.304837,0.321605,0.128716
-0.089822,-0.457893,-0.378737
-0.058403,0.549113,-0.069484
-0.541892,-0.373274,0.255062
0.121779,0.342348,-0.301293
-0.565433,-0.218460,0.348174
-0.273692,-0.378521,-0.708726
-0.319140,-0.685352,-0.007323
0.274679,0.190536,0.143424
0.090231,0.062532,-0.134529
0.161201,0.138437,0.213829
-0.368767,-0.325435,-0.163061
0.344373,0.154702,0.016842
0.010501,0.136050,0.226245
-0.334366,0.099335,-0.343173
-0.109393,-0.050925,0.123103
0.467809,-0.294478,-0.149436
-0.193910,-0.122995,0.171483
0.093065,-0.127337,-0.238551
0.017796,0.066770,0.257771
-0.179475,-0.037216,-0.905749
0.151445,0.235697,-0.279034
0.128281,-0.133301,0.528858
-0.032679,-0.204479,0.144003
-0.043789,0.244970,-0.268661
-0.257858,-0.397006,-0.292463
-0.423757,-0.219657,-0.139373
0.226680,0.098196,-0.044571
-0.177083,-0.629150,-0.066287
0.124960,0.062960,0.314135
0.088143,0.038385,0.553523
0.029565,0.030652,-0.041008
0.532466,-0.019966,0.078670
-0.350645,-0.466244,-0.091133
-0.067746,-0.385213,-0.262752
-0.009196,0.295073,0.184055
0.143535,0.114013,0.017512
-0.031233,-0.200017,0.326384
-0.201359,-0.405234,-0.189929
-0.376054,-0.511927,-0.010059
-0.084301,-0.034512,-0.389405
-0.321233,-0.165576,-0.002635
0.206881,-0.351803,0.080341
