X0,X1,X2,X3,X4,X5,X6
0.123480,-0.306851,-0.086598,-0.444776,-0.105352,0.742424,0.449152
0.156467,0.035332,0.093936,0.142546,0.239911,-0.610287,-0.196541
-0.459475,-0.195078,-0.057853,0.072924,0.759110,0.487054,-0.712748
0.133588,0.218197,0.003220,0.923503,-0.652413,-1.007848,-1.226697
0.428996,0.194379,0.271014,0.152213,-0.257100,-0.453106,0.046227
-0.239392,-0.169310,0.288732,-0.634730,-0.002839,0.713446,0.293661
-0.226389,0.107925,-0.031387,-0.062971,-0.575014,0.032468,0.267861
0.382268,-0.093469,0.190678,0.083456,-0.214409,0.119440,0.173560
0.081194,-0.472214,-0.257684,-0.494474,0.644186,1.122703,0.079846
0.296469,0.306594,-0.175778,0.621693,-0.044830,-0.553476,-0.570966
-0.140935,-0.136968,-0.268505,-0.140505,0.376793,0.280610,0.667611
0.405014,-0.441582,0.158094,-0.387109,-0.417117,0.486353,0.293829
-0.055505,-0.492920,-0.172796,-0.269212,0.307488,0.536933,-0.302804
-0.207382,0.255959,-0.036551,0.375166,0.871500,-0.328960,-0.183064
-0.473915,0.066721,-0.082587,-0.193874,0.656070,0.838828,0.210883
-0.602001,-0.427637,-0.170374,-0.455210,0.454952,0.767876,-0.394125
0.330729,-0.270760,-1.009662,-0.181227,0.915840,0.770884,0.258543
-0.258158,-0.238370,0.171371,-0.499239,-0.300703,0.533148,0.349630
0.183865,-0.636638,0.086147,-1.078173,-0.396775,1.198508,1.279074
0.358787,0.238437,0.003983,-0.162044,0.164160,0.467321,1.372206
0.237572,0.024458,-0.502032,-0.212032,0.431638,0.727954,1.051276
-0.194616,-0.065408,-0.080385,0.234427,0.271743,-0.268259,-0.267449
-0.455587,-0.124249,0.094154,-0.363708,0.235080,0.895025,-0.014401
0.158001,-0.179638,-0.141938,-0.465482,0.346589,1.038191,0.480485
0.168023,-0.216146,-0.054922,-0.239341,-0.602697,-0.074858,0.432974
0.373624,0.283765,-0.072698,0.137080,0.160341,-0.184107,0.289979
-0.461734,0.113590,0.271505,-0.010606,0.304701,0.460090,-0.090972
0.174036,-0.208994,-0.219878,0.266767,0.568839,-0.181644,-0.297384
0.434960,0.082992,-0.172050,0.376337,-0.292229,-0.762303,0.437774
-0.141538,-0.472596,-0.077591,-0.668361,0.485430,1.492854,0.498139
0.465803,-0.157873,0.032193,0.587282,-0.376012,-0.804728,-0.439110
0.019350,-0.035488,-0.382362,-0.136987,0.548221,0.321446,0.156756
-0.022025,-0.918784,0.454898,-0.396021,-0.602525,0.364436,-0.828350
-0.514899,0.262540,0.666835,-0.487529,-0.368211,0.708729,0.345892
0.176392,-0.143049,0.209267,-0.110096,-0.387358,0.504464,-0.130596
-0.032843,0.209837,0.398475,0.261144,-1.093211,-0.740848,-0.170401
0.299564,-0.400670,-0.490983,-0.422222,0.216425,0.777683,0.262359
0.218400,0.196010,0.297164,-0.735960,-0.553958,0.450049,1.398368
0.040163,-0.209808,-0.539616,-0.310257,0.509815,1.037202,-0.103267
0.212746,0.306636,-0.116040,-0.196738,0.588173,-0.018017,1.232663
-0.528421,0.370985,0.209505,0.672667,0.162264,-0.528853,-0.875470
-0.065290,-0.125296,0.183632,-0.039554,0.338163,0.248194,0.111301
-0.485040,0.216104,0.122054,0.237422,0.765332,0.288553,-0.607404
0.296488,-0.381010,-0.532160,-0.194234,0.502496,0.296828,0.772259
-0.118297,0.181492,0.160724,0.239367,-0.000741,-0.258644,-0.958529
0.039760,-0.141058,0.181424,-0.310223,-0.423215,-0.189887,0.358908
0.524021,-0.120477,-0.442901,-0.136489,-0.017239,-0.247544,-0.137902
0.094145,0.103812,-0.070465,0.165985,-0.074601,-0.376113,-0.208836
0.204315,-0.248245,-0.435700,-0.038617,0.658288,0.676233,0.206926
-0.400169,-0.084297,-0.145857,-0.512024,0.452157,1.034550,0.060959
0.137985,0.056769,-0.154667,-0.130180,-0.253584,0.473572,0.314466
-0.201900,-0.108578,-0.402157,-0.517742,1.170407,1.260793,0.508820
-0.783189,-0.473262,0.077421,-0.319115,0.681069,1.237474,-0.614051
-0.269467,-0.134804,-0.062337,0.007054,0.072256,0.057369,-0.039401
0.171300,-0.092480,0.348759,-0.040802,-0.925897,-0.467756,0.734020
-0.568050,0.410788,-0.074154,0.266197,0.885256,0.600911,-0.569255
0.140155,0.150249,-0.224832,-0.322460,0.243265,0.649732,1.224532
0.134815,0.274758,-0.284023,0.322088,0.483550,-0.227406,0.004329
0.337078,-0.416163,0.261995,-0.323701,-0.736328,0.201324,0.201853
0.276218,-0.315159,0.059618,-0.214762,-0.583978,-0.310566,0.313083
-0.136738,-0.159680,0.179903,-1.044387,-0.267573,1.581168,0.898145
-0.103076,-0.174028,0.291329,0.038429,-0.086201,0.213766,0.153960
-0.135587,-0.101290,0.066344,0.250224,0.071844,-0.313811,-0.418441
0.216411,0.072879,0.224567,0.305145,-0.693092,-0.806475,-0.191417
-0.018915,0.432377,-0.082804,-0.207103,0.233690,0.443965,0.667640
-0.017401,-0.177385,0.207462,-0.279483,-0.757378,0.283246,0.035425
0.204454,-0.050251,-0.134220,0.127792,-0.045721,-0.389946,-0.250209
-0.622910,0.258425,-0.470838,-0.041579,0.994073,0.863977,-0.389865
0.076009,0.062006,-0.534721,-0.287283,1.142228,0.361009,0.279851
0.182439,-0.200050,0.099706,0.003274,-0.463710,-0.404466,-0.024329
-0.441350,-0.274572,0.272175,-0.857598,0.718251,1.493985,0.359535
0.288358,-0.076222,0.067036,-0.020998,-0.239166,-0.292616,-0.144395
-0.103988,0.328464,-0.392729,0.545823,1.067030,0.211350,-0.383444
-0.203075,0.254147,0.096973,0.246149,-0.299554,-0.381604,0.005557
0.197923,-0.147046,-0.513933,-0.053292,0.834297,0.154179,0.281971
-0.096063,-0.043997,-0.450757,0.010946,0.735158,0.009130,-0.004257
0.521407,0.229206,-0.452318,0.238318,0.278837,-0.131879,0.628999
0.704735,0.366087,-0.088431,0.129121,-0.433091,-0.146304,0.015033
0.648878,0.575326,0.600288,0.646704,-1.636988,-1.858185,0.293269
-0.304603,0.169668,-0.311464,0.293587,0.775715,0.406472,-0.317376
0.245488,-0.257593,0.428708,-0.046566,-1.004216,-0.375309,0.313472
0.350822,-0.131953,0.247022,0.126808,-0.560013,-0.601668,-0.464249
-0.416170,0.209041,0.173137,0.407021,0.375732,-0.727348,-0.328206
-0.640677,0.355457,0.246486,0.746414,0.012963,-0.805089,-1.098367
0.087675,-0.693931,0.280132,-0.703658,-0.631128,0.461961,0.791462
-0.366699,0.004702,0.486419,-0.180461,0.307693,0.291406,0.307314
0.559421,0.214763,-0.430200,0.497772,0.278057,-0.380258,0.366359
0.007633,-0.039179,-0.143100,-0.545800,0.368517,1.153428,0.544376
-0.014270,0.375860,0.220263,0.159398,-0.537078,-0.450544,0.498093
0.091431,-0.344680,-0.127946,-0.946615,-0.007532,0.877117,0.637839
-0.131038,-0.416380,0.183579,-0.562870,0.290971,0.679337,0.819870
-0.258978,0.448467,-0.091485,0.524580,0.561414,-0.592268,-0.556826
-0.208590,0.322826,-0.057765,0.277403,0.560801,0.373892,-0.253501
-0.129877,0.082496,0.459602,-0.195086,-0.704968,-0.064064,0.157396
0.001785,-0.211112,-0.163556,-0.425047,0.437975,1.052261,0.315612
-0.027581,-0.308916,0.220242,-0.329697,-0.700724,0.212430,-0.053623
0.425080,0.046123,-0.001341,0.488245,-1.140551,-1.196460,-0.297840
0.138372,0.323144,-0.309109,-0.003132,0.178887,0.236613,0.586049
-0.243463,-0.005221,-0.296384,-0.172366,0.758185,0.815114,-0.049658
-0.012195,0.162130,0.424842,0.611439,-0.376219,-1.335313,-1.330287
-0.384390,-0.046321,0.478577,0.035291,0.415713,0.522297,-0.285366
-0.385518,-0.290103,-0.059028,-0.361658,0.411215,1.536220,0.632821
0.456461,-0.440354,-0.327864,-0.098592,-0.267237,-0.357521,0.016881
-0.383101,0.254396,-0.038976,0.372409,0.640355,-0.134150,-0.020708
