X0,X1,X2,X3,X4
0.313472,1.725638,-0.261359,0.512398,-0.947128
0.287927,-0.655543,-0.933724,-0.550162,1.102412
-0.387644,0.340408,-0.161203,0.103158,-0.690090
0.139002,0.525315,-0.056144,0.302442,0.816579
1.156602,-0.152612,-0.366276,-0.365809,1.253891
-0.026092,-0.613340,-1.203972,0.283177,0.710017
-0.219928,-0.737809,-0.097779,-0.967814,0.536558
0.930443,-1.270110,0.120416,-0.674440,-0.635170
-0.095918,0.700981,0.314657,0.790884,-0.620416
0.472675,-0.327204,0.755820,-1.667685,0.511334
0.188478,1.295660,0.373073,-0.253562,-0.760170
0.419490,0.461536,0.245353,0.051860,0.779539
0.658001,-0.008026,0.424089,0.182197,0.774108
0.986299,1.138001,-0.423579,0.210553,0.318522
0.826465,-0.003168,0.696578,-0.165507,-0.684498
1.123603,-0.368434,-0.057853,-0.283606,-0.269528
-0.150747,0.599075,-0.142500,-0.633136,0.206059
-0.862825,-0.364830,-0.931181,1.154586,1.708584
-0.080680,0.169536,0.329526,0.574060,-0.479245
2.183630,0.307980,0.251253,0.218558,-0.021139
-0.032377,0.080913,0.554921,-0.052536,-1.225940
-1.353183,0.319120,-1.033945,-0.446076,0.682426
2.026939,0.320138,0.536346,-0.037321,-0.957079
0.190448,0.167603,-0.133082,-0.721607,0.291791
-0.579520,-0.365200,-0.669217,1.022880,1.844202
-0.826723,-0.745732,-0.345249,-0.657195,0.324202
0.155403,-0.526749,-0.609608,-0.933621,1.110186
0.612162,-0.479749,0.245638,2.220400,-1.007396
0.556609,0.514978,-0.325075,-0.106529,1.076243
0.724002,1.310512,-0.061737,-0.646638,-0.197251
-1.062631,0.017651,-0.348777,0.571819,0.299670
-0.826752,0.940442,-0.094270,-0.996560,0.181199
0.043261,-0.502852,-0.848483,-0.518062,0.707285
0.897564,-0.087188,-1.499975,0.598699,1.128602
-0.271889,-0.106309,1.985227,1.600283,-2.219529
-1.658568,0.462878,0.027461,0.764599,0.655131
0.684701,-0.439993,2.202591,0.542470,-3.837255
-2.018956,0.573990,-0.056639,1.041215,0.272534
-0.323957,0.281154,-0.023299,-0.212712,0.218076
0.635122,0.142032,-0.220092,-1.093162,0.028995
0.611443,-0.406373,0.417178,-0.522348,-0.800393
-1.188990,-1.220862,0.071220,1.026012,0.719221
0.722163,-0.317689,-1.007327,-0.885859,2.936647
1.073928,0.576479,-0.792726,-0.104689,2.009624
0.540690,-1.302559,-0.911572,0.034525,1.597435
-0.130794,-1.161210,0.075108,0.317072,0.796655
0.399434,-0.202436,0.109145,0.452950,0.222954
-0.499189,-0.617868,0.074002,0.488414,-0.596853
0.854161,2.407773,-0.543422,2.211861,0.986249
1.184801,0.188159,-0.913933,0.574679,0.191133
-0.267328,-0.293127,0.840252,1.081957,-1.634555
0.633386,0.855851,0.141432,0.046769,0.527414
0.810510,-0.042134,0.420860,1.495085,-0.679382
