X0,X1,X2,X3,X4,X5,X6,X7
-0.197901,-0.243004,0.169500,-0.252517,0.086543,-0.424219,-0.379427,-1.021501
0.173872,0.171146,0.024316,0.180965,-0.161368,-0.046963,0.106577,0.270578
-0.020603,0.099256,0.015671,-0.060009,-0.207461,-0.188973,0.350053,-0.613237
0.177058,0.082832,0.003390,0.434807,-0.178204,0.371190,0.231254,0.987545
-0.199866,-0.149457,-0.333025,-0.279801,0.644824,-0.401457,-1.010669,-0.736042
0.069567,0.214912,0.103588,0.189943,-0.271963,0.298453,0.542004,0.349053
-0.199001,-0.167256,-0.208755,-0.111601,0.336866,-0.127369,-0.871162,-0.393796
0.337353,0.179095,0.273220,0.645218,-0.898258,0.866369,1.778413,1.226556
-0.238587,-0.158866,-0.403827,-0.344493,0.992533,-0.367276,-1.446177,-0.099257
0.247768,0.476668,0.483039,0.376981,-0.810158,0.449405,1.544473,0.961475
-0.002735,-0.117378,-0.246895,-0.057295,0.365755,-0.104741,-0.293832,0.180010
-0.025210,0.100881,-0.044604,0.031957,-0.003399,0.304596,0.118871,0.502599
0.081303,-0.189869,-0.082588,0.061891,0.100509,0.011318,-0.395685,0.165477
-0.129405,-0.203082,-0.340806,-0.140966,0.633327,-0.032349,-0.932423,0.169400
0.108310,0.016711,-0.169624,0.301649,0.098961,0.176744,-0.273698,1.093822
0.118412,0.046839,0.175684,-0.059421,-0.302176,-0.100530,0.397705,-0.518595
0.001643,-0.036957,0.129800,-0.253845,-0.119279,-0.009025,0.326757,-0.696361
0.034496,0.005194,0.038804,0.044292,0.009113,0.144404,-0.177226,0.340427
0.266204,0.050860,-0.070874,0.481615,-0.245972,0.349485,0.369584,1.011918
0.089833,0.226868,0.224519,0.170965,-0.343079,0.050258,0.887064,0.086732
-0.107909,-0.197162,-0.318776,-0.324877,0.717330,-0.144981,-1.041227,0.264144
0.103540,0.159455,0.177913,0.275555,-0.305640,0.322626,0.415931,0.627124
-0.074211,0.052804,0.159936,0.154719,0.135404,0.136334,-0.092045,0.472058
-0.100921,-0.186077,-0.219049,-0.267445,0.379171,-0.408772,-0.705032,-0.525099
0.070722,-0.011863,-0.014230,0.003417,-0.276446,-0.039938,-0.043105,0.104898
-0.139246,-0.076668,-0.159602,-0.200124,0.233183,-0.030405,-0.597722,0.144377
0.006400,0.234640,0.363550,-0.007988,-0.625923,-0.105571,1.170673,-0.843744
0.092948,0.000018,0.050828,0.301914,-0.075834,0.257084,0.187202,0.865466
0.263454,0.644306,0.492834,0.424445,-0.825280,0.560885,1.840714,0.968061
0.088061,0.154202,-0.067124,0.088569,0.041392,-0.043650,0.010633,0.261203
-0.202790,-0.063768,-0.119627,-0.377947,0.386628,-0.554776,-0.611823,-1.058839
-0.181244,0.022636,0.160133,-0.475820,0.185712,-0.535186,-0.320091,-1.384547
0.238158,-0.106545,0.037514,0.537255,-0.371708,0.609594,0.381799,1.374366
-0.087499,0.113706,0.236979,-0.041387,-0.279905,-0.158263,0.374561,-0.811295
-0.209204,-0.297161,-0.365043,-0.318460,0.645833,-0.293497,-1.250961,-0.214336
-0.138613,0.043996,0.253059,-0.187732,-0.411680,-0.181310,0.557153,-0.847227
0.109554,-0.021692,-0.124802,0.145379,-0.191220,-0.108473,0.321203,-0.137859
0.015567,-0.101730,-0.164899,-0.220798,0.405178,-0.141075,-0.539900,-0.088434
0.089303,0.293477,0.143965,-0.065452,-0.390523,-0.152314,0.760457,-0.755874
-0.004553,-0.016244,-0.066459,-0.034836,0.065878,0.071953,-0.129946,0.194232
-0.152144,-0.294612,-0.460184,-0.253037,0.857334,0.001834,-1.521953,0.443560
-0.246560,-0.000671,0.211380,-0.362286,-0.261544,-0.417404,-0.018070,-1.736699
