X0,X1,X2,X3,X4,X5,X6,X7
-0.085491,-0.412721,-0.168180,-0.309037,-0.176453,-0.399448,0.368458,-0.016199
-1.091858,-0.497868,1.581192,1.407718,0.455067,0.175668,-0.154379,1.746990
0.612292,0.273267,-0.174882,-0.610951,-0.376942,-1.074886,-0.465999,-0.961803
-0.743082,-0.715644,1.062348,0.665034,-0.934977,-0.152043,-0.031212,1.458064
-0.449084,0.568787,1.589360,-0.322213,-0.178877,-0.363040,-0.339224,2.173742
0.046682,-0.111996,0.566373,-0.706192,-0.242945,0.235041,0.454191,0.082555
0.767181,0.071864,-0.594455,-0.150448,-0.899533,-0.032748,0.419830,-1.010253
-0.475791,0.164598,0.167709,-1.189745,-0.222389,-0.454232,0.700510,-0.033328
-0.103969,-0.189118,0.752192,-0.612555,-0.492863,-0.340684,-0.635164,0.733939
0.163482,0.510008,-0.620203,0.325984,-0.043387,-0.134833,-0.837685,-1.113245
-0.374044,0.361888,0.855490,0.000367,0.233816,-0.914337,-0.695084,1.359565
-0.067107,0.287641,-1.282373,-0.449882,-0.298848,-0.911964,-0.147666,-1.759077
-0.885849,-0.843414,0.765961,1.395597,0.284643,1.014183,-0.172401,1.779602
-0.293905,-0.194187,-0.433105,1.225594,-0.170488,0.291251,-0.285350,-0.500775
0.685319,-0.061987,-0.964766,-0.423293,-0.147329,-0.925320,0.412639,-0.912680
0.454296,0.967827,-1.391114,0.428672,-0.172181,0.853448,0.105406,-2.699511
-0.247161,-0.787555,0.306352,0.997680,-0.108012,1.255755,0.785198,0.516704
-0.564246,-0.355446,0.923205,0.339616,-0.766662,0.537697,0.358693,1.094882
-0.118278,0.602404,-0.223093,-0.212189,-1.018717,-0.170402,-0.674407,0.088480
-0.815206,-0.522863,0.779721,0.553209,0.622655,0.554452,0.276883,1.241427
-0.109593,-0.366304,0.251030,-0.742376,0.117831,-0.232066,0.821009,1.231384
-0.228375,0.932344,0.242138,0.457461,-0.302224,0.150508,-0.104141,-0.177439
-0.248742,0.203724,1.043048,-0.029767,0.592197,0.533517,0.389449,1.075187
-0.078619,0.477853,-0.289349,0.080045,1.595369,0.943397,0.287256,-0.218117
0.298966,0.402428,-0.052103,-0.161363,-0.835478,-0.076113,-0.386657,-0.145775
-0.578488,0.065212,0.824734,-0.114535,-0.021695,-1.871893,0.319915,0.637872
0.533377,0.050939,-1.511659,-0.349576,0.371572,0.641701,-0.237336,-1.924500
0.626723,0.493835,-0.687872,-1.144447,-0.907945,-0.581827,0.081163,-1.246181
1.225174,-0.471738,-1.488117,-1.025813,-0.850260,-1.389075,0.922362,-1.848252
0.165045,0.965786,-0.468196,-0.722077,0.530671,0.033949,0.375871,-1.607230
0.820427,-0.297455,0.024133,-0.995278,-0.030195,-0.185814,0.482007,-0.129368
0.543845,0.569825,0.076616,-1.593489,-0.386357,-1.552657,-0.069449,0.195475
0.106067,0.281770,-0.549399,-0.304629,-0.913807,-0.762122,0.630095,-0.680701
-0.677868,-0.304859,1.150427,0.689350,0.181732,-0.317961,-0.327001,2.012165
0.498623,0.269333,-0.171632,-0.209123,-0.780589,-0.869832,0.668754,-0.378270
0.133523,0.071000,-0.075657,0.521178,-0.567517,0.312455,0.036810,0.142596
0.995491,-0.983362,-1.781435,-1.145833,-0.532309,-0.917121,0.575333,-2.551637
0.412269,-0.048312,-1.014896,-0.521398,-0.188735,-0.190195,-0.226651,-1.023228
0.588054,-0.695493,-0.397028,0.147398,-0.613274,0.261295,-0.300891,-1.416527
-0.322096,0.282653,0.660799,0.150827,-0.529056,-0.362469,0.676340,-0.518363
0.136228,-0.078826,-0.319025,0.018850,0.526322,0.611686,0.264975,0.248218
-1.071377,0.488698,1.991843,1.839631,0.093506,1.421947,-0.453337,2.493103
0.308839,-0.388077,0.468857,-0.332445,0.008565,0.359072,0.391655,-0.287333
0.678253,-0.721765,0.028174,-0.688808,0.242947,0.175201,0.178350,-0.049799
0.775252,-0.599406,-0.083441,-1.032155,-0.589829,-0.074150,-0.645672,-0.406539
-0.197682,1.125127,0.223482,-0.038914,0.202440,0.272705,-0.669514,0.520812
-1.010190,1.687045,0.443637,1.193384,0.237720,0.963489,-1.638788,0.899972
-0.299426,1.114667,0.172296,0.504507,-0.570149,-0.665585,-0.432555,0.010543
-0.043353,-0.857794,-0.013008,0.824684,0.332338,0.352566,1.318103,0.499054
0.227692,-0.766905,-0.618308,0.060263,0.131269,0.282185,0.031538,-1.546648
-1.130324,-0.593228,1.116170,-0.549525,0.146105,-0.184132,0.741223,0.265356
-0.058231,0.431172,-0.575122,0.386364,0.928034,1.830908,-0.574967,-0.729071
-0.577847,1.174005,1.076961,0.415175,0.068149,0.059341,-0.606476,1.375525
0.805656,0.503939,-0.039842,-0.496941,-0.514307,-1.332943,-0.744438,-1.111388
-1.300469,0.105802,2.854901,1.482198,0.072575,0.567349,0.291310,4.366589
0.564034,-0.514897,-0.524554,-0.501382,0.007392,0.290250,1.010938,-1.685878
-0.088851,-0.159100,0.008830,0.377765,-0.617526,-0.557358,0.187833,-0.050184
-1.140047,0.049367,1.319116,0.104840,-1.127280,-0.352779,0.273251,2.287947
0.934265,0.491615,-0.339746,-1.422994,-0.036286,-0.545071,0.048037,-0.336228
0.752023,-0.277960,-0.135000,-0.798261,0.525281,-0.137667,0.002445,-0.078784
0.696202,0.223447,-0.952126,-0.604960,0.530526,-0.369066,0.614901,-1.607215
0.051864,0.153213,0.609330,0.273182,0.157351,0.756945,-0.365992,0.953387
-0.374033,0.055885,0.529550,-0.380089,0.874459,1.361593,-0.904091,1.030242
0.036262,-0.220254,-0.452273,0.816913,0.097193,-0.153101,-0.401536,-0.997006
0.304129,0.067371,-0.443511,-0.725754,-0.109833,-1.014979,0.308795,-1.255472
-0.302114,-0.053410,1.303579,0.137620,0.113662,-0.158885,-0.188437,2.277926
-0.477768,-0.435458,0.963395,0.301737,-0.408271,0.754573,0.272424,2.390330
0.274664,0.492645,-0.605014,-0.003070,-0.705829,-0.375573,-0.382582,-0.020948
0.108842,0.877037,0.394155,0.183808,-0.545111,0.089342,-0.343819,-0.906805
0.515719,0.094746,-0.208407,0.941185,-0.266990,-0.269735,0.560931,0.402994
0.848277,-0.025619,-1.169468,-0.859879,0.482425,0.853704,0.862654,-2.002977
0.476951,0.422603,-0.976314,-0.120571,-0.805961,-0.469795,-0.754101,-0.374318
-0.641788,0.103199,0.135241,0.350089,-0.542524,0.082657,0.466794,-0.387656
-0.007238,0.635132,-0.907297,0.551922,0.448519,-0.105663,-0.212383,-1.908272
0.215533,0.059230,-0.617679,0.116807,-0.198746,-0.521481,-0.711300,-0.899199
0.450692,0.326472,-0.628587,-0.156127,-0.111020,-0.092349,0.109787,-1.110437
0.477930,0.965485,0.140235,-1.127362,-0.208740,-0.400422,0.540133,0.001744
-0.032327,0.706059,0.497078,-0.232397,1.076393,0.752093,-0.768980,1.226476
-0.273150,-0.087350,0.430434,-0.375113,0.312065,-0.967771,-0.083107,1.295922
0.561802,0.602310,-1.703832,-0.596256,0.140330,-0.690099,-1.199744,-2.929184
0.210324,-0.594730,-0.082703,-0.589972,0.109973,-0.550968,0.236432,0.796935
0.156780,-0.111922,-1.100690,-0.385499,0.228064,0.008066,0.145953,-2.238084
-0.392468,0.464269,0.947539,0.013636,1.029387,-0.287790,0.864008,0.999996
1.169522,0.852035,-0.872249,-0.941951,-0.208266,-0.447221,-0.952268,0.180611
0.138708,-0.418520,-0.134649,-0.249606,0.093967,-0.414166,0.749017,0.015963
-0.048355,-0.015214,0.511778,-0.487007,0.016225,-0.238727,0.175175,0.355981
0.138743,0.001694,0.401836,-0.065118,0.503170,-0.289458,1.243444,0.713843
-0.073316,-0.051348,0.147182,-0.457008,0.949553,-0.411055,0.123620,0.600597
-0.717794,-0.677373,0.762801,0.110055,-0.327636,0.089725,0.314711,1.263926
0.166352,0.278889,-0.935547,-0.130759,0.252371,0.657166,0.330163,-0.606559
-0.808489,-0.710467,0.752318,-0.938204,0.098146,0.160474,0.632427,0.579351
0.057421,0.633706,-0.622542,1.352221,-0.775699,0.834021,0.199916,-1.242332
-0.887353,0.751789,0.482079,0.840656,0.540343,1.152688,-0.068483,0.184233
-1.199874,-0.355622,1.001792,0.919655,0.870761,0.513560,-0.641518,0.950510
0.341421,-0.706838,-1.493718,-0.501644,0.456547,1.017728,0.649102,-2.083456
-0.614690,-0.017933,1.267801,0.432216,-0.352055,0.455582,0.286940,1.195937
0.241840,-0.289579,-0.162216,-0.823317,-0.755656,-1.061053,-0.265184,-0.066947
0.094307,-0.116785,0.535744,0.214757,0.357067,-0.181345,0.220483,1.108156
0.081802,0.050997,0.350532,-0.988363,-0.601204,-0.454578,-1.048364,-0.186480
-0.349252,-0.518118,0.688258,-0.490888,-0.545714,0.142104,0.404828,0.619973
-0.072970,0.924032,0.528103,-0.350311,0.116591,-0.210565,-0.087004,0.460653
-0.365541,-0.357111,0.513554,1.066866,0.409835,-0.037647,0.715428,0.602291
0.526230,0.520997,0.108488,-0.938911,-0.187221,0.054135,0.126201,0.061344
-0.269022,-0.495619,0.032219,0.352104,-0.115100,-0.537853,-0.242373,0.549691
-0.138346,0.034177,0.151359,-1.063407,-0.062327,-0.219124,-0.833488,0.759179
0.414779,0.250806,-0.642916,-0.242515,-0.510212,-0.226730,0.397079,-1.357182
-0.346167,0.075544,1.530215,1.180361,-0.211712,-0.408459,0.187230,2.543816
-0.997652,-0.141433,0.820454,0.895170,-0.900878,1.005080,0.346372,1.923145
-0.590912,-0.274582,1.411626,-0.789453,0.409618,-0.129931,1.075593,2.664955
0.588025,-0.226569,-1.450341,-0.339165,1.552956,-0.270098,-0.780320,-1.931793
0.046006,-0.376041,0.001787,-0.286872,0.033464,-0.061290,1.194859,-0.027746
0.162718,0.185486,-0.292355,0.582488,0.663377,-0.545119,-0.407130,-1.194170
0.164707,1.019944,-0.762142,-0.157580,-0.145726,0.098931,-0.057551,-1.305184
0.995994,0.200114,-1.540497,-1.417621,-0.749922,-0.256200,-0.108768,-3.005162
-1.155791,0.331832,1.638391,0.638342,1.253832,2.135755,-0.360729,2.946173
-0.071183,0.602778,-0.103749,-0.343760,-0.470999,-0.218472,-1.145960,-0.293251
0.016744,-0.251207,-0.557246,-1.213509,0.527487,-0.614450,-0.247176,-0.834206
-0.011293,-1.004952,0.513300,-0.090069,0.120337,0.123311,0.769522,0.380179
0.445296,0.001635,-0.535079,-0.272709,0.661214,0.924067,0.196913,-1.540283
0.459426,0.476184,-0.355409,-0.071538,-0.037361,0.242013,0.288866,-0.104496
-0.120397,1.119665,0.750343,0.641120,-0.648219,0.473668,-0.952764,1.338063
-0.940995,-0.545945,1.966751,0.425167,-0.370213,0.449395,0.692672,3.294339
1.397117,0.612542,-2.915049,-1.699569,1.310108,0.122269,-0.273650,-5.087989
-0.003473,0.145378,-0.055754,-0.463858,0.178049,-0.883073,0.278758,0.655862
0.048723,-0.216561,-0.991239,-0.040479,1.212740,-0.428554,0.395593,-1.468239
0.703050,-0.582577,0.692144,0.242351,-0.204720,-0.862697,0.032699,1.409317
-0.219044,-0.325210,0.341367,0.137570,0.397573,-0.489347,0.305315,-0.986375
0.719438,0.319296,-0.303415,-0.518241,-0.715093,-1.016013,0.094858,-0.199536
-0.170742,0.681037,-0.148632,-0.026151,0.016583,1.032172,0.092827,-0.250609
1.018744,-1.517304,-1.395114,-0.634143,1.238186,-0.208254,1.607432,-2.090898
0.253597,0.285429,0.314301,0.907327,-0.436557,0.226849,-0.498014,0.388624
-0.376204,-0.319443,0.728983,0.185500,-0.384515,-0.197382,-0.487709,0.696318
1.214389,-0.267449,-0.492626,-0.897296,0.460940,-0.052012,0.852191,-1.481505
0.335513,0.231978,-0.858994,-0.186035,0.063835,-0.004481,-0.834040,-1.915921
-0.339120,1.069981,0.277063,-0.167124,1.056075,-0.412031,0.033297,0.405771
-0.783724,-0.399817,1.206774,-0.385243,-0.134194,0.155724,-0.303715,2.432721
0.388526,-0.053257,-0.085804,-1.209227,0.038314,-0.784568,-0.323692,0.495442
0.770879,-0.877484,-0.672357,-0.881193,0.176475,-0.644556,0.400754,-0.820164
0.215577,0.244228,-0.990260,0.524676,-0.599162,-0.185050,-0.932163,-1.669090
0.183834,-0.384307,-0.741044,0.536419,-0.723282,0.399682,-0.345463,0.103710
0.868092,0.877804,-0.829852,-1.158042,-0.774049,-1.001716,-1.376875,-0.791381
0.333251,0.200685,-1.251191,-0.294038,-1.842354,-0.653082,0.271004,-1.433776
-0.366425,-0.157753,-0.062893,0.299707,-0.047359,0.312600,0.073508,-0.830854
-0.342499,-0.153880,0.423267,-0.192096,-0.724444,-0.160323,0.086035,0.739397
0.309434,0.203139,-0.795880,0.537661,-0.300209,0.200440,-0.136997,-1.812126
0.279667,0.384916,-0.200943,0.251589,0.568147,-0.508893,-0.204959,0.875947
0.605951,-0.651000,-0.761977,-0.173491,-0.526828,-0.161648,0.061519,-1.543270
0.205309,-0.082766,-0.680246,-0.088721,0.384201,-0.414535,0.574613,-1.297533
0.378661,-0.001480,-0.870772,-1.104559,-0.880114,-1.650276,-0.981266,-1.589961
0.193887,0.117910,0.483897,0.635961,-0.381522,-0.162360,-0.863264,0.476433
0.537051,0.727305,-0.417159,-0.008571,0.969710,0.025149,0.387814,-0.215066
0.415410,-0.793965,-0.350408,-0.028779,-0.238283,1.560843,0.551212,-0.492609
-0.143889,0.532417,0.199644,-0.322089,0.717264,0.666793,-1.397547,0.305202
-0.104915,0.202955,-0.382114,-0.297865,1.311878,0.762733,0.075024,-0.138505
0.180406,-0.277257,-0.526333,0.163958,-0.233286,-0.246636,-0.744772,-1.587583
0.062419,0.449074,-1.410467,0.575333,-0.370788,-0.025336,0.496638,-1.572962
0.731983,-0.213383,-1.214684,0.508311,-1.203184,1.214733,0.620608,-1.638477
0.118032,-1.009417,-0.483834,-0.482515,0.162524,-0.468021,1.679766,-1.073936
-0.792788,-1.912510,1.237176,0.401453,0.211235,0.349982,0.802928,1.818592
-0.658318,-0.677497,0.437684,-0.759628,0.429271,0.903039,-0.334396,0.680519
-0.133182,-0.303090,0.594222,-1.288451,0.774932,-0.595541,-0.147436,-0.623180
0.402011,0.095630,-0.617074,0.043623,-0.571397,-0.088323,-0.336804,-0.104749
-0.403940,0.332676,0.557410,-0.225625,1.042138,0.252592,0.046101,1.459527
0.362766,-0.143726,-0.443665,-1.323205,-0.156939,-1.004240,-0.947257,-1.353285
-0.427214,-0.785375,0.891788,-0.383710,0.202551,0.365070,0.395127,0.837027
0.088432,-0.211931,0.567896,0.136290,-0.037541,-0.586305,-0.457580,1.555007
0.230879,-0.121564,-0.821040,0.071141,-0.429617,0.316262,-0.224085,-0.788100
-0.636768,0.967755,1.728222,-0.518370,-0.667705,-0.158480,0.279720,2.654450
0.220354,0.310141,-0.736134,0.552462,0.117132,0.729604,0.401253,-0.795649
0.899804,-0.922591,-1.160011,-0.943556,-0.537007,-0.610286,0.874112,-1.428057
-0.110028,-0.175465,-0.165304,0.221112,-0.122763,0.253284,0.443422,-0.826251
0.042576,0.387920,0.789732,-0.005355,-0.229552,0.494629,-0.343926,0.799539
0.141124,0.011696,-0.756705,-0.093652,-0.201764,-0.883094,-0.032939,-0.511924
0.050479,-0.904389,0.340326,-0.553036,-1.002155,-1.192150,-0.417434,0.845586
0.013395,0.455819,-1.245720,-0.021822,-1.763965,-0.260350,-0.918271,-1.599076
-0.029644,0.202433,0.488116,0.168349,0.467318,0.669443,-0.032036,0.327672
-0.873005,-0.087443,0.919349,0.428503,0.626860,0.428739,-0.579368,1.847826
0.252270,-0.449115,-0.505026,-0.099691,-1.426768,0.011332,0.611824,-1.250780
-0.598722,0.564388,0.318318,0.983681,0.232915,0.214837,-0.313768,1.273806
0.209690,-1.010330,-0.283504,-0.392060,0.120994,0.609642,0.346405,-0.803920
0.390531,-0.865677,-0.656623,0.122550,-0.737455,-0.239186,0.100813,-1.411673
0.226628,-0.409273,-1.096693,-0.257247,0.500075,-0.359224,0.458522,-1.530218
-0.492171,0.168335,0.141218,1.097580,0.633933,1.380718,0.292192,0.317629
0.175671,-0.759748,0.238251,-0.891643,0.590032,0.344919,-0.105151,0.390141
-0.118994,-0.303394,-0.084437,0.799710,0.971811,0.343728,-0.138271,-0.855862
-0.328534,-0.190127,-0.054258,-0.093074,0.557016,-0.089711,-0.008457,0.158249
1.149345,0.191137,-1.324725,0.465896,-0.463093,0.344461,0.081887,-1.323238
-0.500259,-0.154172,0.860000,0.551594,0.009676,-0.363224,0.249851,1.167984
0.275548,-0.152088,0.038302,0.303270,0.214675,0.353669,0.020159,-0.807123
0.849798,-0.393111,-0.810425,-0.614799,0.846006,-0.030084,0.593708,-1.260903
0.213199,0.606549,0.422810,0.247379,-0.139855,0.159488,-0.383076,-0.034538
-0.342605,0.367457,0.429992,0.590638,-0.352180,-1.036571,-0.964155,-0.469325
-0.307026,0.347431,0.229294,0.110422,-0.921187,-0.768196,0.568660,0.018115
-0.778058,-0.433330,1.400796,0.906524,0.486283,0.614005,0.765456,2.880592
0.052060,-0.285498,-0.455800,-1.904060,0.116498,-0.034544,-0.622267,-0.688940
0.072544,0.265343,-0.310360,-0.403596,-0.482626,-0.370532,-0.035076,-0.589883
-0.139627,-0.327217,-0.723212,0.098209,0.429161,0.576758,0.890237,-0.624734
0.793011,-0.516035,0.078380,-0.210543,-0.189458,-0.959992,0.092130,0.450929
-0.020793,0.160799,1.185925,0.554227,-0.737832,-0.299329,0.348265,0.856497
-0.863310,-0.728443,0.917017,0.392781,0.741213,0.534169,0.987784,2.334581
0.844623,-0.116639,-0.567316,-0.739440,-1.149070,-0.666367,0.208498,-0.690120
-0.639649,0.496963,1.141296,0.880709,0.080090,0.755713,0.941689,2.114936
