X0,X1,X2,X3,X4
0.135737,-0.227896,0.115984,0.267074,-0.200455
0.097231,-0.240355,0.137357,0.119996,-0.000092
-0.209238,0.209017,-0.250606,-0.208344,0.152498
0.105831,-0.046348,-0.051709,-0.057783,0.265948
-0.071114,-0.010744,-0.034788,-0.164194,0.050468
-0.044719,-0.020192,0.114084,0.115541,-0.040578
-0.103351,0.039387,0.018106,0.028058,-0.097579
-0.206404,0.325495,0.074428,-0.031086,-0.116360
-0.111100,-0.038580,-0.134598,-0.092284,0.034551
-0.300709,0.216349,-0.108229,-0.174601,-0.058526
0.218849,-0.663866,0.222327,0.151648,0.052938
0.053680,-0.003584,-0.102724,-0.041166,0.046496
-0.013510,0.279462,0.215793,0.231143,-0.399952
0.039264,0.204468,0.155324,0.250610,-0.292532
0.056771,-0.155103,-0.098612,-0.097518,0.032916
0.035366,-0.057513,-0.105577,-0.164056,0.119915
0.264917,-0.378608,-0.041095,0.070890,0.008776
0.018734,0.039410,-0.151647,-0.226674,0.158143
-0.099400,0.301913,0.109271,0.077749,-0.105387
-0.150575,0.287818,0.001375,-0.237269,0.087525
-0.090644,-0.048099,0.104260,0.150701,-0.111094
-0.083638,0.124577,0.116226,0.085559,-0.110043
-0.048384,-0.115622,0.071343,0.120207,0.101088
0.054850,-0.183059,-0.133085,0.158811,0.132341
0.210641,-0.359967,0.039595,0.160718,0.070699
0.059566,-0.014076,-0.066211,-0.011941,0.145917
0.127272,-0.097229,0.222653,0.496010,-0.083972
-0.033309,-0.177425,-0.050385,0.006701,0.046656
0.014430,-0.011829,0.015927,-0.091307,-0.171814
0.139010,-0.127919,0.189495,0.245275,-0.321078
-0.149702,0.238805,-0.137456,-0.093063,0.194115
0.055741,-0.114061,-0.091011,-0.050273,0.133443
-0.091234,-0.032461,0.048512,-0.118762,-0.019853
-0.019138,0.008642,0.105739,0.049426,-0.118508
0.037289,-0.241216,0.272558,0.244583,-0.178149
-0.080239,0.043261,-0.043784,0.018776,-0.058600
-0.057523,-0.047331,0.016899,0.006259,-0.121279
0.011250,-0.125222,-0.188709,-0.117943,0.087330
0.056726,-0.081281,0.103721,0.172420,-0.049874
0.147227,-0.084011,0.352929,0.450274,-0.221597
0.057725,0.100456,0.064705,0.046440,0.100177
-0.032366,-0.043803,0.028147,0.026136,-0.003476
0.018429,-0.107570,0.023914,0.057746,0.005154
-0.140149,0.057481,0.097830,0.055202,-0.296500
0.129803,-0.326014,0.017561,-0.055071,0.027690
0.020300,-0.110435,0.098203,0.017032,-0.141698
-0.225202,0.269402,-0.224764,-0.344120,-0.040583
-0.156356,0.196334,-0.046025,-0.049680,-0.187398
0.109522,-0.057106,0.055427,-0.014296,0.074224
-0.015581,-0.019956,-0.022264,-0.158849,0.138489
-0.181227,0.380141,-0.123825,-0.169114,0.156566
-0.078793,0.101472,0.099376,0.100466,-0.177808
0.026170,-0.023868,0.021638,0.019988,-0.084115
0.007191,-0.071934,0.065369,0.163999,-0.069902
0.170485,-0.214757,-0.010919,0.009909,0.042964
0.006631,-0.101489,0.198067,0.130750,-0.058013
0.064377,-0.004510,0.023981,0.020473,0.209881
-0.038625,0.184767,0.035717,-0.175388,-0.018000
-0.169043,0.123570,-0.192816,-0.356737,0.392746
-0.045155,0.014237,0.077538,0.060408,-0.041686
0.087333,0.076238,-0.074646,-0.166346,-0.011253
-0.049838,0.103622,-0.012228,-0.054738,0.010701
0.188025,-0.207359,0.175839,0.352472,-0.264692
0.177188,-0.266888,0.032128,-0.184715,-0.307905
-0.073558,0.117968,-0.229261,-0.288584,-0.029585
-0.049492,-0.002661,-0.028419,-0.199446,0.146677
-0.037509,0.048335,-0.050305,-0.183588,-0.041696
0.033772,0.187706,-0.091031,-0.121512,-0.138680
0.086667,-0.105486,0.112645,0.032305,-0.002432
-0.163749,0.277517,-0.055933,-0.138850,-0.031424
0.076971,-0.064472,0.070901,0.161602,-0.081664
-0.048716,0.189617,0.193681,0.272840,-0.153051
-0.117750,0.118541,-0.265340,-0.296444,0.163955
0.072801,-0.014237,0.114227,-0.007398,-0.196366
-0.120974,0.065647,-0.073564,-0.062751,-0.006133
-0.068601,0.204528,-0.079569,0.006081,-0.147300
-0.120824,0.055692,0.000505,-0.209672,0.072151
-0.102205,0.006445,-0.109721,0.028720,0.038442
0.096599,-0.278250,0.049072,0.019453,0.101141
-0.057680,0.365759,0.057346,-0.100557,0.211416
-0.025766,-0.068403,0.010573,-0.072047,0.329206
-0.254151,0.361031,-0.321231,-0.497108,0.123509
0.191172,-0.175834,0.087953,-0.050675,-0.046508
-0.137870,0.264647,-0.092796,-0.244862,0.124678
0.114060,-0.001687,0.264827,0.531624,-0.057093
-0.090385,0.318869,-0.228007,-0.230391,0.093346
0.246796,-0.151299,0.333090,0.403649,-0.188934
0.026089,-0.048185,0.140897,0.169665,-0.238415
-0.011146,0.086201,-0.131050,-0.266074,0.113176
0.119374,-0.102874,0.262130,0.352186,-0.200319
-0.081119,0.110190,0.067669,0.380172,-0.157353
0.093166,-0.106896,0.102016,0.198260,-0.042159
0.016615,0.182123,-0.001705,-0.212801,-0.067297
-0.030503,-0.049893,0.063955,0.027691,-0.024189
-0.176535,0.146143,-0.217384,-0.276116,0.319826
0.067659,-0.092162,0.034961,-0.238694,-0.335007
-0.106446,0.018788,-0.206203,-0.067575,0.238747
-0.203875,0.176059,-0.018857,-0.106110,0.166851
0.169676,-0.205536,0.033745,-0.233582,0.168544
0.011602,-0.207921,0.043818,0.026585,-0.123647
0.104894,-0.211361,0.100249,0.117216,-0.215700
0.010066,-0.048300,0.165440,0.061091,-0.062460
