X0,X1,X2,X3,X4,X5,X6
0.619779,0.219230,-1.060369,0.505274,-1.342689,-0.404898,-2.131020
0.148252,0.309212,-0.787120,0.751812,1.211860,-0.091207,0.082285
-1.383291,0.676456,0.105737,-0.437930,0.472456,-1.242012,2.386185
-0.600043,-1.042527,-0.106152,-0.195318,0.544471,-0.097982,0.220212
0.836997,2.049391,-1.546940,0.514035,1.319039,0.280944,0.701487
0.729245,1.240658,-0.324894,0.760893,1.414804,0.550032,1.821979
0.334815,0.159050,0.352846,-0.477723,0.641255,-1.120750,2.762793
1.158058,0.253682,-0.189258,-0.023171,0.299843,0.677787,-0.398943
-0.186538,0.152523,-0.232077,-1.088965,-0.400720,-2.205867,1.572348
0.910253,-0.770093,1.228681,-0.316290,-0.086050,0.020870,-0.261631
-0.345457,-1.087822,1.642928,1.169774,1.627368,3.052248,-3.074567
1.363555,-0.918107,0.620670,-1.437858,-1.481787,-1.110791,-0.147707
-0.403856,-1.017594,1.040251,1.431919,0.843835,2.238207,-2.796976
-0.919223,1.311027,-1.362852,1.452003,0.133544,1.610261,-1.851397
-0.951238,-0.398539,1.111866,-0.938541,-0.097681,0.294726,-0.724040
1.091808,0.854639,-0.035251,-0.824723,0.757964,-2.084603,2.527577
1.179959,-0.204707,-0.175803,0.015635,-0.622957,0.221034,-1.844302
-0.740130,-0.110961,-0.399735,-0.317679,-1.493872,-1.603859,1.931180
-0.536674,-0.200163,1.495603,0.836317,0.507841,0.563932,-0.847150
-1.888163,-0.468720,-0.140445,0.614653,0.654926,1.291738,-0.236764
-0.977673,1.363781,-1.157307,-0.057814,-0.158355,-0.103928,-0.139208
-0.219602,0.090649,-1.107763,-1.033190,-1.620367,-0.073434,-1.303599
-0.226102,1.089852,0.002488,-0.206661,0.734928,-0.384954,1.186602
-1.655754,0.170138,-0.583016,2.008920,1.589233,2.792340,-2.352435
-1.160255,1.104275,-0.795654,0.188555,1.545988,0.522217,0.675025
1.456261,0.063196,-0.155259,1.143135,1.520669,-0.093325,1.862824
0.900547,-0.221548,1.956071,0.307393,-0.458290,1.309243,-3.086390
0.104632,-1.167606,2.149823,1.380759,1.288823,1.293561,-0.660764
0.128284,0.574862,-0.188700,-0.037715,0.445564,-0.576005,1.101729
0.002557,1.198690,-1.376728,0.969660,1.925364,-0.103381,2.317041
-0.098831,0.774565,-0.474222,0.780868,0.063563,1.504999,-2.191170
0.009937,-0.343569,0.135369,0.083658,-0.925585,0.588828,-1.756704
-1.236955,0.620162,0.784806,0.086886,0.085457,0.781560,-0.325396
-0.202934,-0.842194,2.558586,-1.140420,-0.903277,-2.544964,1.071450
-1.592182,-0.803426,0.765666,-0.282273,-0.359683,0.564029,-0.179141
-0.163642,-0.551220,0.965139,1.978545,1.566394,2.761624,-2.774900
0.328668,-0.540224,1.873469,1.431750,-1.266734,1.897558,-2.704793
-0.445556,0.458109,0.064721,-0.048825,-0.920936,1.073721,-1.209428
0.197786,0.645898,-1.109607,-0.651239,-0.329384,-0.516408,0.040572
-0.084453,-0.327947,0.103934,0.993903,0.589413,0.256850,0.951962
0.348833,1.249123,-0.886483,0.249722,1.741553,-0.124956,1.378573
0.278554,-0.405137,-0.323863,0.397162,0.270582,-1.492711,1.503592
-0.672811,0.917096,-0.617323,-0.215540,-1.208347,0.670836,-1.640598
