X0,X1,X2,X3,X4,X5,X6,X7
-1.828586,-1.376504,-0.531484,1.165259,2.309861,0.927401,-0.595925,-2.605109
0.651855,1.061742,-0.919679,0.006955,0.707735,0.768760,0.761373,-1.257260
-1.309064,-0.550843,0.238062,1.177738,1.695827,0.455623,1.188103,-1.023095
0.264109,0.316987,-0.105588,-2.510591,-1.781751,-4.370471,-1.824636,1.350245
1.184056,0.351047,0.804746,0.477369,-0.830392,0.430711,-1.172287,2.199073
-0.395008,0.201543,-2.282590,-0.955088,-1.224595,-3.324471,0.281300,3.865476
-0.893772,-0.962999,-0.166392,1.161329,1.622132,2.213208,-0.791654,-1.902466
1.263860,1.338717,1.159454,-2.894069,-3.454068,-3.157244,0.204182,4.240836
0.681442,-0.698680,0.552671,0.114292,2.250539,1.057154,-0.777451,-3.906181
-1.083288,-2.355094,-0.942557,1.921148,0.661890,2.716095,0.412589,-1.085031
0.133979,0.813611,-1.255160,-0.269811,1.354137,-1.169445,1.875787,-1.253757
-0.818573,0.782216,-0.044244,-1.317632,0.349854,-2.896792,-1.705231,-1.923510
1.016917,-1.145658,0.752868,-0.972224,-2.283915,-0.738885,0.036402,2.910908
0.117892,-0.005388,0.495042,-0.464943,-0.969985,0.080000,-0.293607,1.488619
1.464815,1.035582,0.110712,-1.363284,-1.195010,-2.847663,-0.154194,3.168683
-0.893217,1.353824,0.615626,-0.698178,2.587814,-2.109184,-1.086591,-1.849711
0.217747,0.587275,0.246864,-0.424205,-0.634407,-0.571144,-0.452658,0.764888
-0.011745,0.792862,0.574680,-1.499487,-2.367747,-1.823405,-0.211831,2.262943
0.244214,0.687361,0.898832,-0.397028,-0.203577,0.378920,-0.495931,0.420317
-0.543018,-0.131523,-0.426562,1.884997,0.466578,3.091965,0.820015,-0.486630
-2.158354,-1.044159,-0.849356,2.128830,1.768227,2.697909,-0.747118,-1.346308
0.651124,-0.250451,0.698906,-1.589442,-1.829717,-1.078737,-1.587727,2.144555
0.051412,1.077975,-0.489735,1.333991,1.622509,1.403525,-1.749587,-3.227242
-0.797069,1.068922,-1.866319,0.104556,0.375437,-0.159579,0.798761,-0.538498
-0.481155,0.195059,1.368641,1.332089,-0.382007,2.549552,0.238935,0.210448
-1.121151,-0.319707,0.243591,-1.149094,0.145345,-0.579541,-1.211626,-0.555695
-1.781850,1.663305,0.200804,-2.000773,-1.170404,-1.664504,-1.281949,0.811366
0.995969,0.118906,-0.177289,0.449650,0.412073,0.413955,1.873834,-1.782577
0.548056,0.611144,0.802747,-1.664605,-3.337091,-2.100924,0.939529,5.272449
-1.295695,-1.156878,-1.230405,1.621435,2.251410,1.282630,1.716118,-2.909141
2.420816,-0.053735,0.003402,1.617845,0.644378,2.971554,0.333626,-1.675547
-1.080437,1.041501,0.270660,-1.323566,-0.752881,-2.292064,0.580175,1.843671
0.685170,-1.313084,0.528326,2.899177,-0.040729,1.864303,-0.462986,-1.709558
0.003585,-0.037094,-1.638190,0.709344,1.486521,0.501627,-0.782962,-2.479140
-1.210978,0.392099,0.569408,-2.160194,-1.536949,-3.636090,-1.519018,2.365257
0.335286,1.369704,-0.401436,-2.153647,-1.499429,-5.402561,0.145715,3.168319
-0.176852,0.935840,-0.624733,0.160422,-0.458699,-0.340790,1.108951,0.111637
-0.610754,1.623466,-1.497268,-2.554877,0.061372,-2.579691,0.371506,0.991572
1.264858,0.797591,2.140694,0.265858,-1.502032,0.743173,-0.176808,1.484820
0.598213,0.853008,-0.122875,-0.235956,0.768192,0.087327,-0.042348,-0.291336
0.689602,-0.916013,0.235553,1.182723,1.699820,2.908529,0.208139,-0.774604
-0.206410,-0.943624,-1.008534,0.356212,-0.101036,-0.090753,1.097530,-0.816874
0.337657,1.611442,-1.466440,-1.264815,0.521576,-2.746770,1.797216,-0.587395
-0.025773,-0.434813,0.781100,2.032415,0.613679,3.122613,-0.003983,-0.343592
0.478663,-0.519545,-1.294414,0.126890,1.282728,0.507760,2.319562,-2.994740
-0.931546,-2.212607,1.249931,2.718135,0.381696,2.328612,-0.667699,-0.121433
-2.276458,1.016594,1.726426,0.943662,-0.249857,1.061077,0.655691,-0.192160
1.300318,-1.072968,-0.743538,1.285938,1.281705,2.192385,0.822767,-2.608481
-0.014143,-0.786531,-0.442234,0.287837,0.366690,0.638645,-1.598094,-0.920938
0.548199,1.049275,-2.438490,-1.492464,0.454315,-1.243474,2.222035,-1.113793
-0.656281,-2.117867,-1.671281,0.043835,0.008810,-0.587381,-0.286460,0.755359
-0.214547,1.302811,0.605882,-2.417593,-2.442771,-4.511057,-0.453926,3.430196
1.457739,-0.795113,1.202883,1.090899,0.881199,0.546116,0.409734,0.977908
