X0,X1,X2
-0.143825,-0.099519,-0.078766
0.019115,-0.503901,-0.198715
0.165995,0.096559,-0.134728
-0.227837,0.136068,0.485460
0.253183,-0.202864,-0.602530
0.101336,-0.544346,-0.573219
0.102362,-0.090181,-0.463652
-0.194602,0.244610,0.562313
0.066778,-0.350194,-0.302932
0.370974,-0.260774,-0.669829
0.270225,-0.023260,-0.639722
0.103023,0.018421,-0.002852
-0.176540,0.142514,0.018939
-0.091960,0.387603,0.529989
0.002939,-0.228315,-0.575047
-0.080155,-0.305364,0.421264
0.243683,-0.132185,0.317580
-0.460109,-0.291121,0.692416
-0.201705,-0.237607,0.116321
0.049754,-0.039199,-0.305854
-0.265652,-0.179311,0.016005
-0.272093,0.289084,0.490170
0.196982,-0.333433,-0.306262
-0.124040,-0.032588,0.141153
-0.297339,-0.406232,0.988842
-0.151032,0.075043,0.145955
-0.175412,0.070898,0.193802
0.437081,0.517869,-0.324762
-0.316417,0.266637,0.677593
0.159815,-0.435702,-0.684313
0.306840,0.138730,-0.114290
-0.043699,-0.051434,-0.413814
-0.345010,0.145596,0.935261
0.342390,-0.205491,-0.554719
0.010495,0.221939,0.002654
0.045649,-0.012745,0.265529
-0.269080,-0.153492,0.394076
0.001000,-0.283188,-0.400767
-0.239922,-0.346220,-0.041485
-0.587439,-0.230330,0.520034
-0.369317,-0.111853,0.578950
-0.479250,0.236980,0.959230
0.047956,0.332181,0.037059
-0.174277,-0.302341,0.091694
0.379472,-0.129989,0.240083
0.151968,-0.249683,-0.646622
0.073649,-0.381050,-0.405972
0.455213,0.035746,-0.455421
-0.385835,0.286295,1.068818
0.568701,0.216346,-0.679062
-0.245776,0.031456,-0.116668
0.334319,0.060189,-0.030887
-0.382143,-0.141912,0.758163
0.060861,0.014115,-0.136892
0.367426,-0.269723,-0.557742
0.153103,0.441583,0.518296
0.024051,0.413019,0.250597
0.517824,-0.176259,-0.725437
-0.318243,0.164159,0.618552
0.018733,0.080740,-0.186719
-0.320584,0.136443,0.435589
-0.031448,-0.159985,0.245245
-0.249360,-0.403530,-0.060701
-0.035921,0.310849,0.504283
-0.206511,0.295094,0.430211
-0.186869,-0.068348,0.127589
-0.063915,-0.492560,0.264608
0.151463,-0.316657,-0.396896
-0.131334,0.150933,-0.088878
-0.122361,-0.016094,0.193531
-0.185052,-0.187807,-0.373304
-0.065471,-0.062640,0.341591
-0.623000,-0.144026,0.343712
-0.150264,0.420630,0.274623
0.123848,-0.515732,-0.012701
-0.428980,0.189422,0.651877
0.068863,-0.075643,0.062608
0.373190,0.117367,-0.533217
0.038316,-0.019126,0.064722
-0.038223,0.171670,-0.071370
0.279876,0.191525,-0.327861
0.040313,-0.358286,-0.642462
0.313529,0.052569,-0.344071
-0.134210,-0.209075,0.272892
0.429712,-0.481721,-0.872058
-0.008994,0.263371,0.247287
0.186347,0.477235,-0.249859
0.039449,-0.047795,0.191543
0.293228,-0.296094,-0.355789
0.466868,0.267347,-0.308689
-0.065372,-0.266002,-0.403016
-0.220734,-0.454260,0.292779
-0.504481,-0.318429,0.634212
0.016032,0.564462,0.240327
0.006448,0.325396,0.210095
0.389275,0.229054,-0.565677
0.114173,-0.114368,-0.220778
-0.519158,-0.365497,0.616972
-0.145410,-0.150589,0.151346
-0.088786,0.049761,0.703185
-0.015709,0.426786,0.235847
0.150527,-0.042490,-0.254431
-0.136195,0.025954,-0.138841
0.223179,-0.295211,-0.465444
0.382219,-0.324983,-0.835743
-0.237636,-0.449235,-0.166264
0.664466,-0.706027,-1.129123
0.214062,0.082071,-0.000602
-0.109223,0.681478,0.633200
-0.195327,0.359045,0.425304
0.225794,0.140358,-0.071915
0.376280,0.239631,-0.021199
0.050888,0.032664,0.250222
0.343048,0.154517,-0.394847
0.463600,0.223135,-0.295990
0.382395,0.012894,-0.352775
0.379132,-0.510847,-0.386751
-0.031314,0.265575,0.704070
-0.099531,-0.202630,-0.063614
-0.101580,-0.209445,0.220766
-0.108649,-0.075683,-0.159274
-0.149240,0.011793,0.293543
-0.365101,0.239384,0.732095
0.551615,0.351438,-0.545353
-0.178884,0.102211,0.511567
-0.063702,0.226292,0.245482
-0.017148,0.011294,-0.002949
-0.027606,-0.265955,-0.433808
-0.072407,0.391883,0.155376
0.106430,-0.317738,-0.138532
0.099740,-0.330508,-0.517911
0.110240,-0.020242,-0.061397
-0.134757,-0.040788,0.253133
-0.146361,0.034109,-0.050630
0.371809,0.457057,0.113042
0.160145,-0.068063,-0.141629
0.177922,-0.263743,-0.401718
0.029601,0.113289,0.029629
-0.091268,0.464702,-0.013140
0.381798,0.249468,-0.823771
0.206998,0.034393,0.043249
0.411871,-0.029769,-0.769720
-0.160899,0.245131,0.192119
0.080824,-0.342138,-0.786136
0.071884,-0.119125,0.026207
0.058036,-0.255391,-0.213413
0.303331,0.449306,-0.079406
-0.388212,0.576748,0.993113
-0.674955,0.380036,1.287396
0.296517,-0.062412,-0.476452
0.011625,-0.426640,-0.320578
0.282341,0.044652,-0.463621
-0.019774,-0.169275,-0.495150
-0.278854,-0.004266,0.023686
-0.008164,0.034987,0.502487
-0.055555,0.373640,0.729225
-0.102893,0.033248,-0.450282
0.453831,0.097345,-0.455158
0.155210,0.369724,-0.305343
-0.179429,0.088621,0.913571
-0.095926,-0.142976,-0.246521
0.303423,-0.299540,-0.474906
-0.076444,0.116598,0.185781
0.113050,0.210160,0.133273
0.288875,0.112515,-0.049828
0.566566,0.127290,-0.983352
-0.147453,0.491034,0.908975
0.259026,0.058911,-0.507663
0.027963,-0.032227,-0.517542
0.065208,0.348316,-0.000708
0.073564,0.009362,-0.137046
0.141070,-0.047304,0.089005
0.539043,0.218091,-0.447484
0.062650,-0.219545,-0.082018
0.301615,-0.432839,-0.876547
-0.092949,0.234696,0.582792
0.076796,0.503203,0.324750
-0.515354,0.534746,1.187485
-0.634417,-0.169449,1.131730
0.647409,-0.034569,-1.050638
0.294419,-0.492055,-0.245396
-0.191479,-0.049338,0.410723
0.138202,0.806940,0.555643
0.227308,-0.143077,-0.326814
0.180768,0.527993,-0.008453
-0.630566,-0.364520,1.248720
-0.314242,0.062331,0.467418
-0.081866,0.042926,-0.037442
-0.222727,0.274238,0.226589
-0.105974,-0.108250,0.577755
-0.301271,-0.499481,0.299997
0.220320,0.411915,-0.369353
0.048853,-0.247060,-0.269767
-0.192396,-0.266347,0.083263
-0.077632,-0.158624,-0.183509
