X0,X1,X2,X3,X4,X5,X6,X7
0.176658,-0.160913,-0.057604,-0.507352,-0.368149,0.442061,0.408287,-0.524381
-0.124309,0.163138,-0.067958,0.184050,-0.149623,-0.283766,0.141766,0.055937
0.104632,-0.263905,0.323590,-0.116355,0.000852,0.391208,-0.090493,-0.854928
-0.144192,0.249061,0.236033,0.287160,0.398084,0.164108,-0.096540,0.276691
0.122914,0.415194,-0.036493,-0.028322,0.708098,-0.663906,-0.625877,1.084742
0.221380,-0.350913,-0.039106,-0.352036,0.000199,-0.131954,0.492815,0.279629
-0.372327,-0.005674,0.217447,0.530026,-0.142700,0.392719,0.042284,-0.085410
0.011070,0.148794,0.014096,-0.066493,0.177410,-0.043105,-0.403638,0.450410
-0.115981,-0.035394,0.525514,0.159063,0.060862,0.330917,0.014391,-0.121043
0.009868,-0.106723,-0.052608,0.234752,0.036783,0.053449,0.195716,0.518765
-0.054467,-0.091333,-0.162769,0.280684,0.068616,-0.097504,0.026699,0.043219
-0.700457,-0.289338,-0.016673,1.275357,1.040026,-1.169016,-0.916495,1.108531
0.185620,-0.014523,-0.318213,-0.293999,0.014490,-0.191556,-0.188387,0.067929
0.242549,0.046923,-0.160473,-0.366930,-0.236465,0.141273,0.085557,-0.402500
-0.110344,-0.016668,0.584283,0.180245,-0.301473,1.209362,0.181083,-1.162344
-0.281218,-0.246637,0.006636,0.118643,0.273831,-0.302601,-0.041999,-0.021251
0.271627,0.128511,0.106415,-0.466982,-0.279138,0.333198,0.141335,-0.553285
-0.020618,-0.171158,-0.345848,0.189764,0.190279,-0.412610,-0.241118,-0.112847
0.027449,0.160357,0.068065,0.024328,-0.032603,0.009888,-0.007159,-0.025648
-0.003657,-0.006759,0.397432,0.084964,-0.442260,0.822637,0.607210,-0.513995
0.143021,-0.098152,-0.086631,-0.157082,-0.032237,0.190995,0.356007,-0.375899
-0.089576,-0.097274,-0.139199,0.122460,-0.151245,-0.333824,0.128377,0.333659
-0.033228,0.037921,0.175791,0.023474,0.066487,-0.094277,-0.037899,0.296761
0.593767,-0.397217,-0.193972,-0.731133,-0.255116,0.348110,-0.366449,-1.013665
-0.222769,-0.317178,-0.027107,0.349093,0.188084,-0.247368,0.182231,-0.047333
-0.133310,0.229948,-0.278983,0.360604,0.210515,-0.793672,-0.240698,1.134689
-0.308697,-0.060024,-0.079505,0.019921,0.451441,-0.761553,0.076697,0.753669
0.093543,0.074107,0.394742,-0.244650,-0.011232,0.326353,0.201475,-0.103499
-0.094194,0.143210,-0.179571,-0.026459,-0.159704,0.205884,0.227279,-0.312372
0.137070,-0.090933,-0.033358,-0.286965,-0.159978,0.088053,-0.085574,-0.485517
-0.153016,-0.168290,0.139366,0.070699,0.151419,-0.284965,0.079303,0.572630
0.014773,0.032285,0.045352,0.041463,0.099876,0.138149,0.182866,0.029947
0.014483,-0.117074,-0.187859,0.375138,-0.222151,-0.035998,0.122011,0.180711
0.023724,0.146202,-0.355160,-0.223939,-0.003760,-0.310418,0.312660,0.535868
-0.373013,0.175876,-0.156732,0.557311,0.476199,-0.762354,-0.280879,1.027088
