X0,X1,X2,X3,X4,X5
0.122668,0.924351,0.201838,0.795209,-0.803661,0.297326
-1.276044,0.977295,-0.577279,-0.591065,-1.875848,0.872485
-0.574323,-0.761474,0.254208,0.820697,1.333178,-0.927188
-0.803576,0.580187,0.665721,0.275047,-1.172665,0.456083
-0.693679,0.397379,-1.503660,-1.553906,-0.030654,1.309118
-0.436057,0.640037,-0.430893,-0.963703,-0.750016,0.128535
0.422297,-0.125520,-0.289213,-0.488968,0.720273,-0.865285
-0.645976,0.067254,-0.406011,-0.067139,0.005194,-0.524088
-0.896251,-0.488811,-1.346440,-1.267828,0.735466,-0.566587
0.494313,0.914471,0.464232,-0.746382,-1.437233,1.616034
-0.083671,0.060276,-0.752615,0.023618,0.033454,-0.724174
0.571148,1.142692,-0.310532,0.209798,-2.453358,2.094536
0.087134,-0.759874,-0.572139,-1.343236,1.361552,-0.581616
2.493336,0.118647,1.362196,1.649378,1.296077,0.166199
-0.105453,0.059718,0.126464,0.339397,0.043502,-0.557408
-0.562813,-1.132357,-0.728622,-1.260510,1.880445,-1.381726
0.164786,0.488644,0.227521,-0.539512,-1.057680,0.223742
-0.218254,0.762953,-1.239280,-2.314842,-0.358182,1.285208
0.223078,-0.491941,0.311569,0.903081,0.804579,-1.143296
-0.212687,0.021842,-0.462680,-1.342647,0.382406,-0.387374
0.807631,-0.533610,1.566403,2.174410,0.875832,-1.667103
0.842637,0.888295,2.062575,3.212898,-0.942782,1.497054
-0.400668,-1.143195,-0.060462,0.109925,1.090569,-1.758478
0.476642,-1.341416,0.908495,1.052077,1.123486,-1.344063
0.596934,0.525052,0.309026,0.039170,0.483104,1.789837
0.700284,0.338606,0.815146,0.416487,-0.242597,0.084997
-0.926088,0.419800,-1.047668,-1.224489,-0.602464,-0.258565
0.281235,0.185256,0.309436,-0.153977,0.676776,0.557095
-0.698016,0.663761,-0.836091,0.217392,-0.281564,1.826826
-0.342194,0.032109,-0.107806,-0.304165,0.425811,-0.590459
0.063858,-0.239168,0.362986,0.689072,0.456832,-0.913728
-0.414922,1.309079,-0.289659,-0.841788,-0.351146,1.592347
0.008302,0.281100,0.152449,0.659353,-0.574683,1.452757
0.572266,-0.247912,1.669208,1.071238,-0.117374,-0.823136
0.204301,-0.078846,0.128181,0.466553,-0.499913,0.268200
-0.313823,-0.726330,0.244210,0.187594,0.930245,-1.118468
0.120467,0.965344,-0.027487,1.810748,-0.680787,2.193694
0.144925,-0.678926,0.640434,0.868125,0.170763,-0.683172
0.384450,0.010024,0.978191,0.845604,0.473762,0.497728
