X0,X1,X2,X3,X4,X5,X6,X7
-0.373362,-0.281533,-0.366122,0.046927,-0.220230,1.472269,1.035843,0.622423
0.046800,0.284301,0.227694,0.055883,0.303645,-0.630084,-0.374418,-0.618768
0.286377,0.299130,0.409316,-0.225279,0.647159,-0.447429,-0.556385,-0.305389
-0.093998,-0.610282,-0.443129,0.160179,-0.034577,0.801455,0.409818,0.603828
-0.557163,0.351137,-0.182861,0.309027,0.671030,1.064492,0.215456,-0.781234
0.570100,-0.493690,-0.119860,-0.080413,-0.114861,-0.426098,0.560508,0.007270
-0.342091,-0.287754,0.160221,-1.197444,-0.771640,0.808460,1.234606,-0.276294
-0.228524,0.405955,0.630945,-0.174655,0.356021,-0.646448,-0.034222,-0.958086
-0.825404,-0.273856,-0.116358,-0.218807,-0.043797,1.954654,1.654570,-0.140060
0.230240,0.059603,-0.664322,0.528890,0.358574,0.888881,0.363559,0.931473
0.006732,-0.031461,-0.770797,0.586698,-0.485526,0.288338,-1.180790,0.147065
0.212862,-0.614518,-0.338482,0.064123,-0.210542,-0.279604,-0.006342,0.836610
-0.350088,0.621346,-0.130083,0.908717,0.581926,-0.221864,-1.535239,0.083849
0.281462,0.626990,0.511277,0.028523,0.127889,-1.345002,-0.872721,-0.023762
0.613299,0.210153,-0.760622,1.236483,0.648568,-0.314810,-1.417790,0.555700
-0.991630,-0.120383,-0.087336,-0.179915,-0.271761,2.716955,2.356536,0.513790
0.192493,0.051330,0.632957,-0.802347,1.023138,-0.640202,0.712031,-0.455518
-0.634027,0.589778,0.162978,0.384646,0.986368,0.228490,0.693163,-0.953297
0.195551,-0.214559,-0.545966,0.223376,0.326809,-0.074063,-0.570633,0.515353
0.463972,-0.174922,0.064306,-1.007444,0.066483,-0.685891,-0.118815,1.026810
-0.448282,-0.085417,-0.034585,-0.346011,0.187944,0.894303,0.594468,0.404230
-0.351157,-0.934403,0.525734,-1.693203,0.452530,1.130370,2.679035,-1.053163
0.059001,0.314085,0.299027,0.266063,0.109257,-0.665045,-0.396673,-0.531136
-0.006700,0.096156,0.101639,-0.908765,-0.150127,0.354753,-0.157983,0.247538
-0.592582,0.372198,0.222458,-0.137806,-0.444778,-0.164651,-0.928020,-0.096598
-0.246182,-0.191172,-0.003542,-0.109091,-0.940699,0.706434,1.167541,-0.652722
-0.334230,-0.614188,-0.354038,-0.099424,-0.127736,1.139261,1.037199,-0.375600
-0.098990,0.072713,0.290127,-0.316839,-0.892214,1.010689,0.989414,-0.009174
0.760084,-0.490353,-0.314759,-0.303320,-0.065905,-0.454014,0.460515,0.221759
0.068141,0.261408,0.132808,-0.248317,0.676556,0.406825,0.245055,0.317925
-0.465703,0.298349,0.279509,0.111652,-0.030678,-0.104716,-0.669007,-0.157082
0.117764,0.940974,-0.566667,1.923454,-0.408681,-0.951149,-2.583602,0.264624
-0.111510,0.623129,-0.121284,0.810043,-0.221885,-0.453545,-0.702560,0.115255
0.623103,0.132933,0.649745,0.074466,-0.352914,-2.014611,-0.419003,-0.894958
-0.193204,-0.095874,0.553496,-0.372564,0.737092,-0.552327,1.286082,-0.479785
-0.131338,0.397300,0.161655,0.406973,-0.284489,0.287965,0.052075,-0.566044
0.481825,0.146443,-0.103448,0.705972,-0.774392,-0.473422,0.282066,-0.544891
-0.367212,-0.188782,-0.143555,0.283374,1.103771,1.202766,0.322718,0.087498
-0.516261,-0.879680,-0.316188,-0.609967,-0.082523,1.709164,1.235858,-0.026169
0.117624,1.010871,-0.056859,0.685500,-0.381146,-0.911163,-1.982910,0.471508
0.073407,0.477731,0.533042,0.164847,0.003875,-1.043982,-0.404034,-0.686087
-0.575808,0.293991,-0.299426,0.739775,-0.102523,0.364510,0.208541,0.440389
-0.862094,0.040858,-0.578667,1.265343,0.203331,2.942621,1.209227,0.469041
0.139120,0.837776,0.396680,0.684752,-0.070515,-2.064932,-2.026784,-0.364172
0.136412,0.399876,-0.186000,0.046905,-0.927926,-0.406297,-0.509689,0.466159
0.234471,-0.588581,-0.454854,0.293009,-0.077720,1.015206,0.656047,0.600589
0.436523,-0.096262,-0.013971,0.667690,0.383907,-0.293303,0.186234,-0.693573
0.043310,0.342077,-0.172952,0.538794,-0.232932,-0.466936,-0.795920,-0.003727
-0.066938,0.537511,-0.005784,0.736588,0.315338,-0.783573,-0.994213,0.891083
0.310909,-0.112576,0.183457,0.066306,0.409052,-0.280609,1.018543,-0.039269
0.044226,0.676268,0.124287,-0.085648,0.510872,-1.233405,-1.682578,-0.329996
-0.648141,-0.561916,0.164400,-1.721613,-0.449128,1.788519,2.035631,-0.400858
0.101134,-0.097761,0.025123,-0.207935,-0.404283,0.062329,0.492216,0.580313
0.282202,-0.079651,-0.806045,0.394578,0.009575,0.395474,-0.052073,1.109700
-0.394500,0.425673,0.000281,1.040539,-0.785993,0.078540,-0.764432,-0.547853
0.741647,0.578828,-0.595323,1.850844,-0.467971,-0.797194,-1.460473,1.516521
-0.137192,0.568337,-0.348691,1.675891,0.128955,0.436697,-0.762012,0.503381
0.465193,-0.588549,-0.342233,-0.159579,-0.903143,0.556547,0.499618,0.486157
-0.425769,0.075894,0.210886,0.264797,-0.777587,0.349772,0.223527,0.410656
0.357983,-0.650179,-0.811596,0.508145,0.220851,1.408036,0.407205,0.957413
0.595609,0.030291,-0.123230,0.383527,-0.702366,-1.282828,-0.296731,0.319105
-0.346757,0.735674,-0.078432,1.831943,1.165652,-0.539466,-0.609684,-0.572865
0.126114,0.891074,0.298296,-0.014481,-0.441755,-1.479442,-1.995697,-0.364573
-0.102837,0.221909,0.005390,0.983498,-0.469541,-0.497757,-0.608843,-0.552917
-0.444347,0.139943,0.198799,-0.948354,-0.615091,0.539407,0.407299,-0.441998
0.048717,-0.060882,0.012176,-0.089355,-0.016441,0.009800,0.681372,0.094862
-0.140197,0.004666,0.703391,-0.762853,-0.095429,-0.957464,-0.356059,-1.739761
-0.114015,0.644200,-0.225275,0.802741,0.159503,-0.899705,-1.667772,0.386791
-0.506188,-0.361446,0.972909,-1.661911,-0.116762,0.147038,1.143196,-0.699775
0.370919,-0.103350,-0.277252,0.447479,0.390367,0.188965,-0.922383,-0.490797
-0.181750,0.019818,0.301794,-0.143397,-0.109684,-0.028025,-0.544852,-0.624106
-0.128200,-0.295696,0.625482,-1.302668,-0.171512,1.046340,1.726556,-1.339574
-0.452810,0.229246,-0.115624,0.118553,0.089403,0.338619,-0.420014,0.351166
0.467384,0.681230,-0.065804,0.908529,-0.858741,-1.531656,-1.552968,-0.145822
-0.567604,0.282199,-0.616501,1.050104,-0.495509,1.531000,-0.602470,1.160705
-0.695312,-0.296022,1.435388,-2.368047,0.728090,0.034665,1.326380,-2.136912
0.060669,-0.318166,-0.122234,-0.300157,-0.781724,0.968832,0.591630,0.218949
-0.215065,-0.545303,0.587572,-1.343361,0.372513,0.958009,1.082366,-1.004110
0.271715,-0.043624,-0.333161,0.169632,-1.046022,-0.139822,-0.540434,0.371278
0.671895,-0.357304,-0.631125,0.316101,-0.708645,-0.127139,-0.585708,0.547629
0.556231,0.108041,-0.297764,0.063644,-0.351435,-0.228625,-0.735882,0.629945
0.414569,-0.301319,0.057635,-0.338534,0.172584,-0.589595,-0.655435,0.061837
