X0,X1,X2,X3,X4,X5,X6
0.080299,0.043851,0.124375,-0.071351,-0.685288,-0.028984,0.708411
-0.488927,-0.199244,-0.038984,0.442540,-0.021160,0.101088,0.073248
0.462189,-0.386524,-0.156597,0.732486,0.270125,0.090914,-0.188931
-0.107735,0.144842,0.148361,-0.458413,-0.616167,-0.166854,1.330428
0.239533,0.425883,-0.289259,-0.581799,-0.222559,-0.246053,0.161135
0.051935,0.013328,0.032790,-0.525420,-0.159309,0.301427,0.257732
0.110786,-0.028429,-0.296077,0.003875,0.204616,0.085413,-0.096513
-0.311575,-0.034262,-0.011362,-0.029075,-0.664775,-0.114066,0.453395
-0.209341,-0.142014,-0.290030,0.104634,0.524702,0.038062,-1.263716
-0.203092,0.322066,-0.110254,-0.561038,-0.433595,-0.297797,0.275626
0.006977,0.025887,-0.186054,0.104840,0.162201,0.096505,0.060569
0.365020,-0.599664,-0.219250,0.591945,0.499468,0.283614,-0.160808
0.119252,0.330008,-0.024045,0.052015,0.437723,-0.178613,-0.809010
-0.247816,0.262540,-0.667144,-0.209712,0.631522,0.716068,-1.135566
0.024038,0.165589,-0.496127,-0.451799,0.208923,0.218719,0.157554
-0.022194,-0.758417,0.221219,1.235170,-0.171549,-0.564599,0.061864
-0.096575,-0.000812,0.040593,0.274961,0.729902,0.351914,-1.027729
-0.004243,0.245913,-0.199104,-0.241137,0.658034,0.183097,-0.432657
0.210209,0.104456,0.268064,-0.422428,-0.025298,0.064649,0.388436
-0.198157,0.056467,-0.175932,0.537106,0.183732,0.357624,0.024156
-0.095205,0.246487,-0.159559,-0.167522,-0.084686,-0.157459,-0.363709
0.270326,0.038344,-0.215624,-0.396834,0.315215,-0.004524,-0.746027
0.129081,0.331294,0.524791,-0.404175,-1.012434,-0.053935,1.592016
0.352071,0.044523,0.064711,-0.122695,-0.218465,0.463383,0.364476
0.395213,0.022621,0.053869,-0.029758,0.539841,-0.017339,-0.898499
-0.374485,0.245634,0.128375,-0.670913,-0.720312,-0.255466,0.818398
0.079353,-0.109710,-0.509952,0.167859,0.434327,0.792102,-0.244860
-0.139813,-0.302012,-0.163499,0.192123,0.479909,-0.066980,-0.187976
-0.329944,0.001046,0.125234,-0.097668,-0.540790,0.009742,0.683989
-0.217223,0.162499,-0.001131,-0.119836,-0.724912,-0.117016,0.729997
-0.082786,0.254703,0.607034,-0.486178,-1.336667,-0.317625,1.618845
-0.081066,0.256227,-0.147310,-0.437048,-0.234065,-0.165182,0.666430
-0.167044,-0.018895,0.259608,0.252101,-0.214380,-0.270635,0.636097
-0.003755,-0.047169,0.221850,-0.178843,-0.313035,-0.315809,0.450345
0.673432,-0.162978,0.039311,0.048671,0.687735,0.156914,-1.017676
-0.474861,0.068778,0.089291,-0.441179,-0.661085,-0.012690,1.136175
0.313004,-0.451714,-0.079877,0.403075,0.347400,0.293813,0.006264
-0.005057,0.006264,-0.543108,0.026810,1.006139,0.123150,-1.675692
-0.120525,0.784366,0.096112,-0.917180,-0.382948,-0.119391,0.421539
-0.555506,-0.413934,0.117924,0.355015,-0.325312,0.095948,0.730616
0.209948,0.043169,0.161197,0.107684,0.057927,0.132343,-0.053164
-0.396622,0.103998,0.017367,-0.115985,-0.430298,-0.409154,0.411065
0.227875,0.139403,0.267100,-0.574846,-0.809621,-0.084873,1.077439
0.479296,-0.266065,-0.238361,0.418870,1.370729,-0.070043,-1.635824
-0.353088,0.141914,0.404169,0.130954,-0.762657,-0.010506,0.656765
0.321588,-0.147121,-0.271920,-0.315757,0.423656,0.687554,-0.512136
0.007002,-0.392938,-0.029682,1.099574,0.186229,-0.699770,-0.135000
-0.576423,0.262023,0.187408,-0.533232,-0.614327,-0.301472,0.643762
-0.331622,0.182933,-0.141739,-0.708870,-0.708308,0.164059,0.683466
0.049056,-0.266043,0.206161,0.408892,0.450928,-0.134083,-0.719755
0.110424,-0.149679,-0.094351,0.437365,0.893347,0.319515,-1.399858
-0.435080,-0.159647,0.032516,0.145315,-0.049246,0.000782,0.296566
0.008727,-0.452391,-0.049855,0.716277,0.463601,-0.113641,-0.858513
0.226681,0.209856,-0.158767,0.290968,0.413588,-0.178399,-0.472329
0.274855,0.220175,0.619601,-0.250258,-0.733937,-0.726935,0.827514
-0.113632,-0.091550,-0.231138,0.948515,0.813889,-0.055299,-1.226253
0.120687,-0.007741,-0.629245,0.358875,1.031366,0.250476,-0.930149
0.295184,0.031570,-0.221198,-0.029815,0.683760,0.248354,-0.902893
0.234636,0.067268,0.036139,-0.013509,-0.173467,-0.066457,0.035677
0.245365,-0.370903,-0.103728,0.429014,0.900754,-0.112227,-1.352604
0.031242,0.134443,0.280360,-0.118681,-0.496751,-0.458712,0.723125
