X0,X1,X2,X3,X4,X5,X6
0.755677,-0.610562,0.624975,1.455743,-0.584206,-0.837124,2.886988
0.667001,0.248284,-0.294483,0.776965,0.932576,-1.101203,0.141011
0.076368,1.134759,-0.315719,-0.449996,1.813463,2.393258,0.588129
0.470804,0.701496,0.104615,-0.857130,2.419177,-0.399395,1.360838
0.563635,-0.028595,0.552919,0.868725,-0.789178,-1.323245,0.838942
0.380240,-1.775884,-0.408925,1.591164,-0.593182,-0.600649,0.057500
0.149449,-0.336273,0.574432,-0.762873,0.294067,-1.547898,0.460293
0.084797,2.100617,0.400198,0.349010,4.197213,3.496913,-0.154697
-0.560924,-0.245310,0.575159,1.724343,0.650512,-1.117274,-0.333629
0.898154,-0.005059,0.869967,1.681489,0.821783,-0.402223,-0.749540
1.959178,0.167672,-2.181498,1.626211,1.027155,1.180449,0.582309
-1.107367,0.422516,-0.388350,-1.011266,0.265553,0.199839,-1.663911
0.033997,-0.647858,-0.150992,-0.434323,-1.844617,-0.491540,0.009808
-0.646193,0.749510,-0.246256,-0.453244,0.581297,1.900031,-0.679377
0.544245,0.404187,-0.856430,0.050463,0.177687,0.280785,0.729266
0.421717,-1.703104,-0.645125,0.094527,-1.911784,0.526215,-1.298075
0.133185,-2.515613,0.515372,0.006182,-5.020983,-2.576917,-0.860798
-0.584777,-0.530880,0.455648,-2.059616,-1.178334,-0.654944,-1.160494
-0.467664,-1.197245,0.032178,-0.513431,-1.669513,-1.772461,-0.214949
-0.752095,0.305842,-0.992733,2.079980,-0.767886,0.469075,-0.564571
-1.702233,-0.370149,0.849896,-2.743858,-1.883739,-3.461776,0.354794
1.215340,0.464840,0.778557,2.564083,0.450466,-0.232801,0.562160
0.661147,0.477780,1.099923,1.632589,1.864457,-0.276412,0.283423
1.275792,-0.994453,-0.772836,1.745476,-0.127852,-0.276743,-0.496592
-0.344899,-0.360176,3.586265,-0.755621,1.511820,-6.087290,-0.433375
0.484536,-0.547069,0.217581,1.372392,0.031058,-1.261840,-1.111825
-0.838126,0.922574,-0.748908,1.190127,0.796290,2.019207,0.128993
-0.563218,-0.173710,2.352237,0.682782,-1.120258,-2.731638,0.580108
2.026361,1.236919,0.739223,2.008832,4.262222,0.824941,-0.622353
-0.368970,1.291929,0.200490,-0.198329,0.806429,-0.758729,-0.114145
0.936699,-0.134034,0.319892,0.233203,2.301226,-0.888689,0.298081
0.248344,-0.585711,1.267979,0.402762,1.187963,-2.079648,1.297154
-1.379233,-0.865812,0.249388,-0.508146,-2.633471,-0.388968,-1.579433
-0.133045,0.701972,-1.705331,0.028694,0.448493,1.995698,-0.808293
0.373551,-0.099227,-0.017807,0.331864,-0.535407,0.467171,0.421115
0.701761,-0.720679,0.889470,0.617055,-1.610715,-2.586241,-0.181652
-1.766955,0.887006,-0.047249,0.452172,-0.077318,1.009282,-1.187642
-0.954515,0.905118,-0.974081,-0.513900,0.308777,1.610878,-0.857736
0.306992,-0.937819,-0.035952,0.567051,-0.207655,-1.086679,0.648265
-0.930279,0.357480,0.854546,-3.038837,-0.372526,1.678009,0.724708
1.205236,0.582089,1.261663,2.055211,2.515051,-1.329242,0.434943
-0.061543,1.682457,-1.096719,0.632052,1.890055,2.274831,-0.293999
0.481080,-0.163172,-1.164184,1.034356,-0.000170,-0.174222,0.863104
1.281274,0.000191,-0.058242,1.763451,1.112708,1.047694,0.753407
-1.200966,0.653618,-0.685083,-1.830119,0.561279,0.813561,-0.357613
0.457228,1.254684,-0.571689,0.193533,1.482255,1.686746,1.316856
0.133220,0.396119,-0.265730,1.954633,1.472515,-0.191939,-0.997627
0.163295,0.222923,0.757476,-1.147982,-0.334823,-0.294818,-0.190334
-0.221220,-0.555006,-0.834357,-1.406123,-1.143100,1.441524,-1.064653
0.157478,-0.319991,-1.153147,-1.220354,-2.096030,2.384696,-0.462846
-2.892903,-0.147311,-0.730755,-2.474665,-2.828282,0.622140,-2.500265
1.230193,0.693377,-1.495879,2.696981,0.694722,1.751809,0.153256
-1.321191,0.443716,0.051994,-0.716694,0.013788,-0.342641,-0.200195
1.754594,-0.681462,0.107888,2.628990,1.103861,-0.677379,-1.849677
-0.938733,0.840223,0.998651,-2.651414,1.443362,-0.224615,-0.725041
-0.981634,-0.167186,-1.046711,-1.542665,0.659327,1.630964,-0.509464
0.400557,-0.153098,0.121452,-0.240989,-0.020980,-1.107859,-0.100858
0.268372,0.759416,0.331192,1.907437,0.382073,0.375834,-1.541839
0.445697,0.882726,-1.530597,0.612324,1.863143,1.529417,1.135834
0.357784,0.342009,0.216658,0.349179,0.306701,-0.098091,1.085207
-0.138966,1.850540,0.253423,0.180135,1.475783,2.623614,1.071117
-0.363485,-1.853716,-0.126526,-0.433502,-2.496883,-1.621151,-0.707934
0.575738,0.954804,-1.266951,2.545555,1.006552,1.412373,0.417240
-0.683878,-0.988151,-0.075267,1.463647,0.321856,-0.388216,-1.014476
0.117940,-0.016702,-1.934236,1.307744,-0.186051,3.147319,-1.009808
-1.675605,0.024235,0.321553,-0.288217,-1.343691,-1.118474,-1.830251
0.251159,-0.049006,0.733306,-0.194709,0.943642,-2.243811,0.306018
0.097348,-0.892456,-0.216504,0.646579,1.189538,-1.291659,0.868281
-0.040497,-1.334247,1.265056,-1.911777,-1.830866,-3.035644,1.254553
1.687025,-1.892627,-0.689312,1.073946,-2.734676,0.735439,0.673948
1.478072,-0.197019,-0.719832,-0.209822,0.875433,-0.705109,-0.041127
0.904165,0.142056,-0.275404,1.345987,-0.794899,-1.232594,0.291876
0.882448,0.596205,2.238154,0.732916,0.900284,-1.868916,1.338510
0.104491,1.156876,-0.280993,0.947992,2.930412,0.590943,1.648981
0.303949,0.839399,2.119258,1.001996,0.442173,-2.775466,1.294194
0.427823,0.985460,-0.038063,1.569143,0.471994,1.508367,1.250036
0.595748,-0.980869,-0.798121,-0.161232,0.167452,0.212326,1.601499
0.070595,1.100365,1.930974,-1.615668,1.140211,-0.362049,0.103022
0.535992,0.378606,0.182629,2.466799,2.072644,0.826779,0.508310
0.063864,-1.276077,-0.290756,-0.381488,-1.731730,-1.915680,1.075564
0.416874,1.067370,0.851319,0.403406,2.232173,-1.773099,0.687835
0.907317,-0.863604,1.233269,1.914076,-1.818242,-1.064765,1.246138
-0.648753,-1.015756,-0.574730,-0.723000,-2.643333,-0.292762,-0.878963
0.130846,1.533790,0.891648,-0.919141,1.733178,3.209374,1.438958
0.075050,0.245120,-0.224060,2.258401,-0.049789,1.424135,-0.461227
-1.006793,-1.022616,-0.970122,-1.272224,0.456244,1.645676,0.668305
1.375473,-0.523459,-0.699434,3.069896,1.488005,-0.546567,0.500891
-0.816282,1.054390,-1.158799,-0.204932,1.569535,2.159770,-0.877267
1.416519,-1.179069,0.086143,2.275946,-0.426608,-0.284271,-1.364149
-1.327310,-0.131883,0.089714,-0.014042,-2.596121,-0.298726,-0.784174
-1.479753,-0.132457,1.129403,-1.521905,0.312941,-1.384427,-1.867324
-0.332328,2.699955,0.858663,0.429417,1.319342,1.479730,-1.054818
0.393330,-1.433272,-0.399327,2.388654,-1.921418,-1.440049,0.672052
0.387828,-1.392397,-0.190874,1.738858,-0.766567,-1.809095,-1.334851
1.278452,-0.552793,-0.641692,2.314618,2.950294,0.113510,1.764481
-0.761330,-0.625022,0.108490,0.164141,0.373144,-1.058393,2.165846
0.915637,0.042378,-0.218310,0.773463,1.399300,-0.575384,-0.085337
-1.639774,-0.458490,0.049074,-2.088006,0.270295,-0.565149,0.488302
-0.956056,0.845087,1.445759,0.901236,-0.256050,-2.288902,-1.791015
-0.260285,0.094663,1.496795,-0.661786,0.349078,-0.929180,0.284056
