X0,X1,X2,X3,X4,X5,X6
0.285430,0.925443,1.108692,-0.527073,-0.484912,0.133547,-0.281309
0.466374,0.343060,0.471914,-0.779955,0.030708,0.357722,0.346945
-1.040153,-0.005309,-0.382278,1.312199,-0.039597,0.897140,0.313915
-0.876048,0.828084,-0.610535,1.567225,-0.530553,0.089023,0.640288
0.109506,0.082952,-0.221048,-0.426749,0.036501,-0.058864,0.423015
-0.372262,-0.014624,-0.281098,0.118945,0.178122,0.785645,0.673215
0.683219,-0.343842,1.274175,-0.270806,0.092485,0.503838,-0.545393
-0.164123,0.302991,0.162682,0.394469,-0.173749,-0.167146,-0.039396
-1.007380,0.248184,-1.667384,0.146245,0.275185,0.002701,-0.223854
-0.660301,0.007644,-0.620829,0.155666,-0.449917,0.101742,-0.103255
-1.431856,-0.411374,-0.175100,2.503034,-1.123053,0.188409,1.134598
-0.121918,0.067659,-0.205266,0.355860,-0.325262,-0.706430,0.010691
-0.098098,-0.036347,-1.013156,-0.278975,-0.698170,-0.803227,0.105392
-0.221033,-0.694388,0.815479,0.176974,-0.560204,-0.462096,0.690731
0.561811,-0.766426,0.788206,-0.668481,1.122163,-0.502374,-0.998413
0.624113,0.294296,0.444403,-0.367146,0.368150,-0.335262,-0.545272
-0.088727,-1.354897,-0.261773,-0.600634,-0.414709,0.330517,0.158303
-1.111612,0.106965,-0.292846,0.898397,-1.212747,-0.087968,0.385453
0.321441,-0.248955,-0.034569,-0.244278,0.053244,0.102270,0.527930
0.289196,0.681251,0.820756,-0.399641,0.995629,-0.637539,0.277459
0.161111,-0.256967,0.406472,0.104110,-0.144837,-0.240394,0.042072
0.511092,0.343417,0.521197,-1.254651,1.254063,0.305806,0.588508
-0.606568,-0.206687,-0.391569,0.915148,-0.235022,0.309813,-0.370115
1.046031,0.059233,0.714826,-0.689046,0.560338,-0.377312,-0.711785
-0.499609,0.383697,0.159568,0.854102,-1.085941,0.084183,0.528808
0.390147,-0.240869,-0.150018,-0.396570,0.669462,1.145019,-0.740222
-0.878663,0.518942,-1.521580,1.006343,-0.634379,-0.009164,0.751110
-0.484422,-0.517454,-0.053273,0.147605,0.381978,-0.360967,-0.248469
0.789628,0.153405,0.937095,-0.986733,0.027037,-0.090484,-0.174677
-0.135860,0.480452,0.145403,0.819297,-0.282279,0.048000,0.642778
0.437378,0.343705,0.549306,-0.587771,0.451952,-0.078719,-0.154123
0.123391,0.997962,-0.071847,-0.611686,0.199372,-0.016328,-1.048307
-0.054655,-0.397550,0.367960,-0.190627,0.297791,-0.751655,-0.466463
0.710206,-0.718173,0.523470,-0.749175,0.203702,-0.501276,-0.186472
-0.123237,-0.517786,-0.348608,-0.046355,-0.316802,-0.077764,0.094423
-0.927295,0.343916,-0.876868,1.367450,0.211015,-0.086061,-0.775442
-0.418276,0.259286,0.729950,0.775089,0.191959,-0.294835,0.930199
0.287025,0.053249,-0.682320,0.117882,-0.450090,-0.092177,-0.123044
0.205956,-0.584764,0.418941,0.493712,0.070349,0.031773,-0.565875
-0.816024,0.399335,-1.503097,1.499552,-1.072137,0.463150,1.070244
-0.377191,-0.637748,-0.346976,-0.033056,-0.601799,-0.051663,-0.097606
-0.302923,0.603507,-0.459199,-0.106348,0.586950,0.207827,-0.153539
-0.190313,1.487971,-1.232380,0.189326,-0.973921,-0.282031,0.315376
-0.716488,0.190824,-0.349448,0.626373,0.196352,0.297911,1.412238
-0.327216,0.303645,-0.450010,-0.199410,-0.040458,0.195656,1.066860
-0.379414,-0.256650,-1.385460,0.226102,-0.213504,0.450862,0.444032
0.401765,-0.942643,0.746742,-0.730073,0.547065,0.371525,-0.031060
0.421339,-0.313858,1.071889,-0.856362,0.694067,0.306576,0.127078
-0.075929,-0.569110,0.717461,-0.073166,-0.396865,-0.051249,-0.603182
-0.204149,-0.753507,0.029630,0.859077,-0.018911,0.127549,0.473562
0.072864,0.896895,0.080124,0.016158,0.051651,0.553807,-0.431559
-0.425220,0.142089,0.363999,1.798333,-1.476034,-0.339559,0.453554
-0.597197,0.197717,0.415954,0.806702,-0.457178,-0.327235,0.285622
-0.489607,-0.160919,0.213062,0.437527,0.519302,0.094478,0.592273
-0.330570,-0.090020,-0.744988,0.399543,0.690445,0.216251,0.285170
-0.605863,0.502276,-0.361953,0.861895,-0.020396,-0.429142,-1.190301
0.084390,-0.016839,0.293892,0.125204,-0.677082,-0.038932,0.036056
0.379989,0.276351,-0.649562,0.624619,-0.030017,-0.048949,0.077285
-0.826459,-0.102067,-0.392351,0.553328,0.190165,-1.153576,0.791407
0.013085,-0.178171,1.193711,0.431606,0.180629,-0.114351,-0.062274
-0.114529,-0.732631,0.244997,0.245862,0.296378,-0.081921,0.932625
0.177836,-1.029885,0.904277,-1.031910,0.660818,-0.083470,0.041817
-0.006738,-0.136205,0.090059,0.409430,-0.224845,0.737318,0.232471
-0.756942,0.029420,-0.621330,1.570045,-1.034417,-0.633110,1.056064
-0.657372,-0.669734,-0.307945,0.343888,-1.145504,-0.429411,0.633604
0.015322,-0.017952,-0.413025,-0.023071,0.187409,-1.360265,-0.477997
0.535723,0.027991,-0.089113,-1.542467,0.801897,-0.250431,-1.632209
-1.153007,-1.122711,-0.228949,0.730567,-0.043569,-0.206026,0.531689
0.180032,-0.476538,0.853338,0.329323,-0.847031,-0.265564,0.274439
0.619479,0.212077,-0.038814,-0.987579,0.787274,0.576808,-0.603020
-0.079686,0.201555,0.442676,-0.481600,1.290000,0.448155,0.471119
0.286510,-0.600760,0.175465,-0.224936,0.143663,0.040543,-0.116409
-0.366113,0.082510,-0.105130,0.168079,-0.108935,-0.192992,0.918461
-0.062158,0.532404,0.191761,-0.170451,0.238816,0.534374,-0.111673
-0.844068,0.404650,-0.132537,1.399679,0.418562,-0.010289,0.814614
-1.220784,-0.049619,-0.897506,0.862593,-0.927314,-0.426103,1.089435
0.490932,-0.243692,1.112572,-1.061624,0.591052,-0.893713,0.449766
-0.512922,-0.327722,-0.234070,0.696838,-0.734913,-0.229808,-0.541656
-0.237210,0.243611,0.142272,0.789965,-0.645913,0.392970,-0.078210
-0.721971,0.101598,-0.990168,1.512662,-0.717214,1.185476,0.930350
-0.734222,0.327753,0.558394,0.536314,0.456468,0.032083,1.301791
-0.090524,0.068671,0.174909,0.596948,0.664995,-0.398548,0.186264
-0.379917,0.426360,0.078568,0.048381,0.211250,-0.617054,0.104636
0.196823,0.049258,-0.685794,0.714365,-0.522620,0.287423,0.261085
0.235653,0.408616,-0.246847,-0.873683,1.697392,-0.918899,0.292918
0.167078,0.453469,0.773340,0.490936,-0.447034,0.286585,-0.300336
0.124248,-0.418946,0.245124,-0.491219,-0.072890,0.425812,0.087935
0.821601,-0.941566,-0.363554,0.060693,-0.952018,0.227186,0.058835
-0.555935,0.803752,0.112343,0.976232,0.280791,-0.114386,1.360585
-0.028607,0.133651,-0.305208,-0.494687,0.730306,0.294185,0.406057
0.589832,-0.892795,1.189373,-0.981008,1.707426,0.089014,-0.376105
0.658492,-0.371712,0.461610,-0.384808,-0.547692,-0.405197,-0.473705
-0.740364,0.401943,-0.463831,1.438168,0.101981,0.963576,0.791198
-0.162655,-0.145638,0.488603,0.158709,-0.036019,-0.183132,0.049820
0.707223,-0.266649,0.077538,-0.826923,0.797726,0.403962,-0.379766
0.264575,0.729490,-0.313163,0.076846,-0.893181,-1.259460,-0.729890
