X0,X1,X2,X3,X4,X5,X6,X7
-0.143257,-0.907077,-0.282482,0.205632,0.051281,-0.608945,-0.015863,0.312342
-0.247173,-0.867105,0.688777,-0.715049,-1.167961,1.073462,0.215548,0.905738
-0.155830,-0.262097,0.291553,0.870709,-0.125684,0.078448,1.266236,0.389491
-0.581651,0.130502,-0.446571,0.205174,0.027259,0.112495,0.693235,-0.879113
0.399851,-0.356284,-0.001618,0.001148,1.236472,-0.353669,-1.427516,1.409316
-0.011297,-0.963580,-0.028507,0.023498,0.611205,1.157074,0.390480,0.351246
-0.180469,0.534109,-1.190421,0.334588,0.516221,-1.026282,0.165249,-1.515424
0.250280,0.181597,-0.367719,1.974165,-0.601141,-1.489430,0.753377,-1.079701
-0.310868,0.282408,-0.282988,0.327966,-0.155131,-0.135082,-1.496617,-0.601830
-0.183404,0.179419,-0.126832,-0.038153,-0.228505,0.384832,-0.221298,-0.223267
-0.696476,-0.696497,-0.694207,-0.139155,-0.339385,0.293919,-0.906108,-1.843137
-0.198323,-0.693810,0.741401,-0.234153,0.341521,0.622291,0.271289,-0.695794
0.949280,0.491558,0.521551,0.788438,0.773549,-0.601360,0.277591,1.201044
0.421037,0.221577,-0.373355,-1.007445,0.450286,-0.031060,0.415325,-0.598868
0.202501,-0.016934,0.895892,0.057888,-0.128907,0.997287,-0.703131,1.100903
0.277946,-0.344752,0.103151,0.544975,0.127653,0.739896,-0.351758,-0.955280
0.203318,-0.180138,0.298318,-1.038158,0.076256,-0.346508,-0.223453,1.049501
-0.247304,0.369667,0.453588,-0.787082,0.819528,-0.613549,-0.489945,-0.015521
0.671080,-0.617847,0.291926,-0.224992,0.294605,-1.334937,-0.138094,0.491507
-0.705577,0.871059,0.295890,-0.859460,-0.074601,0.070742,-0.009278,0.697629
0.177123,1.095741,0.100640,0.240863,-0.027087,-0.399006,-0.046367,0.026152
1.037294,-0.140140,-0.239897,-0.993269,0.605578,-1.512312,-0.601938,-0.486952
-0.241463,0.074605,-0.452315,0.382957,0.192537,-0.117386,-0.010894,-0.801390
0.151619,0.752461,-0.615778,0.302592,0.343705,0.537829,1.092301,-0.733894
-0.217781,0.886694,-0.976224,0.346307,0.089480,0.133241,-0.259319,-1.391341
0.471412,-1.043931,0.786891,-0.030428,-0.008330,-0.701260,0.961510,0.603142
-0.272729,0.906820,0.316202,-0.393897,-1.482622,0.136880,0.094127,0.237589
-0.402581,0.258071,0.613120,-0.340658,-0.869199,-1.142277,-0.476395,0.530419
-0.197325,0.547229,0.767019,-0.817079,-0.338559,0.465816,-0.595596,1.741559
-0.625183,0.282203,0.495536,-0.099446,-0.318904,0.516797,0.136541,1.486409
-0.354118,-0.387697,-0.869573,-0.747012,-0.652464,0.457445,-0.248972,-0.358680
-0.581468,0.200715,-0.705240,0.899511,-0.410286,0.783020,-0.147528,-2.006411
0.174207,0.741648,0.236036,-0.600143,-1.139520,-0.484342,-0.581817,0.522167
-0.226676,-0.003002,0.276890,-0.679006,0.563971,0.402890,-0.584712,0.322270
-0.295251,-0.219278,-0.083505,-0.702930,-0.863379,0.079760,-0.005015,-0.452485
0.300900,-0.341873,-0.258377,1.268132,0.283597,0.428296,-1.009186,-0.515739
-0.660329,0.125532,0.462898,-0.282485,-0.669870,0.615218,-0.209368,0.442956
0.256282,-0.644547,0.787970,-0.108150,-0.289459,0.357724,1.135074,0.354731
0.439789,-0.506863,-0.576326,0.234778,1.186725,0.336563,0.523824,0.455494
-0.468309,0.512933,-0.039358,-0.374802,-0.047569,0.698802,0.231939,-0.548230
0.315866,0.469427,0.076929,0.428043,-0.068553,-0.425982,0.818025,-0.206650
0.447293,0.360336,-0.108122,-0.390918,1.108758,-0.815964,-0.643128,1.225165
0.268738,-0.438071,-0.029947,-0.115369,-0.130057,-0.285527,-1.068828,0.181794
-0.330997,0.237920,0.642034,-0.475420,0.962840,0.818209,0.256161,1.383807
-1.035786,0.772803,0.177425,0.088323,-0.712730,0.618449,-0.505485,-0.584066
-0.345105,0.197882,-0.252064,0.149448,-0.029622,0.554329,-0.095554,0.851257
0.946543,0.471530,0.436945,-0.266713,1.144900,-0.727087,-0.252914,0.552084
