X0,X1,X2,X3,X4,X5,X6,X7
-0.818357,-0.542066,-0.386867,1.402111,2.700674,-1.436657,-0.130622,-1.068128
-0.777849,0.188629,0.063599,1.171052,1.532335,0.708492,1.689743,0.476814
1.057140,-0.608470,0.682777,0.277480,-3.442581,-0.134199,-1.165313,1.130896
1.678823,0.266184,-1.516537,1.129894,-2.695058,-1.406312,-0.795124,0.805778
-0.107121,1.156716,-0.792835,0.157753,1.172570,0.160537,0.625666,0.536793
0.650011,-0.198792,-0.165895,0.229163,-1.356937,-1.312684,-0.495452,-0.793654
-0.581678,-0.395644,-0.546858,-0.974155,0.921010,0.162703,-0.451606,-1.325695
0.835245,-0.062806,-0.278923,-0.315866,-1.452711,0.728557,0.217015,-0.007771
-1.530591,-0.365289,2.267799,0.545053,0.247460,2.512859,-0.871206,-0.955269
1.124908,0.276629,1.551011,-0.063163,-2.821728,0.407825,0.548672,-0.479834
1.182383,0.858919,-1.489700,-0.709647,-0.347844,-0.966259,2.116440,-0.206328
-0.605340,-1.077725,-0.232330,-0.232340,-1.068508,-2.014125,-1.355169,1.009133
1.338269,-1.271161,1.228176,0.024841,-2.678131,0.511428,-1.025105,0.913269
-2.904550,-0.662945,-0.202884,1.200501,2.648536,-0.600161,1.878417,-1.547152
-0.302652,0.414574,-0.928470,1.073918,0.116889,-2.842157,-0.633167,0.942687
0.889114,0.536714,1.137680,-0.185155,-2.133830,-0.653217,-0.175272,-0.115629
-0.103089,1.635894,0.236917,-0.387001,2.158555,-1.230570,-1.413457,-0.555672
-1.651336,0.614172,-1.010488,0.765448,2.295786,1.952284,1.453479,0.113248
0.177174,-0.135202,-0.599132,-0.665496,1.569601,-1.077450,0.720146,-0.394602
-0.775916,-1.072089,-0.256911,0.664117,-1.849514,-0.339061,0.237510,-0.693491
1.283433,0.024116,-0.646730,1.275076,-2.989896,-0.106324,-0.024723,0.343547
-1.673561,0.169426,-0.937174,1.533850,2.869402,0.139849,-0.556631,0.562900
-0.019482,-0.136957,0.693578,-0.782631,-1.079710,1.040327,-0.204325,0.803421
-1.457371,-0.246377,-0.616727,0.216862,2.501827,0.315412,0.556577,-0.109724
0.088772,0.336597,-1.664759,0.061945,-0.228434,-0.572243,-1.025481,2.066539
-1.065270,0.150171,0.842046,-1.483832,1.067422,-0.692717,1.486534,0.520281
-0.145745,1.483464,0.177396,0.520734,1.370947,-0.776973,1.435985,-0.226189
-0.540657,-0.510581,-0.521646,-0.016430,-0.376430,2.047958,0.806993,1.083271
-0.531393,0.406734,0.812303,-0.182542,1.713097,-0.084002,0.442563,-0.981746
0.122270,-0.321815,0.045715,0.042245,-2.681797,0.211800,0.868179,-1.049149
0.708062,-0.330557,0.321572,-0.269675,-3.268992,-0.024587,1.765859,0.203851
0.122081,0.057013,0.010392,-0.516876,0.279294,-1.874106,-0.616004,-1.984819
