X0,X1,X2,X3,X4
-0.383095,0.084611,0.135193,0.174670,0.764209
0.344718,-0.143725,-1.173564,-0.232977,0.508072
-0.118110,0.714378,-0.004840,0.909303,-0.769885
0.288926,-0.242240,0.379366,0.075277,0.039995
-0.475376,-0.712993,0.410085,-0.959140,-0.116938
0.264610,-0.211382,0.218776,0.213945,-1.292194
-0.226958,-0.587030,0.250595,-0.006557,0.074561
-0.948960,-1.416547,0.243827,-1.137944,-0.366706
0.012606,0.866245,0.637425,0.722400,-0.062466
-0.368011,-0.296608,0.119507,0.104595,0.178246
-0.539916,0.527062,-0.075706,0.328177,0.352908
-0.696476,0.169750,-0.355915,0.774875,0.152380
-0.272876,0.555134,-0.121450,0.894984,-1.053704
-0.185745,-0.426245,0.285616,-0.107539,-0.004730
0.074998,0.994170,0.373745,0.758949,-0.838530
-0.317364,-0.500795,-0.227221,0.804113,-0.504775
-0.419734,0.083939,-0.231738,0.468327,0.910960
-0.241390,-0.208641,0.246053,0.491716,0.064585
0.018287,0.543106,0.575918,0.804203,-0.836971
-0.060365,0.250366,1.059824,0.732966,-0.081919
0.035855,-0.936748,0.261396,-1.626537,1.039012
-0.502722,-0.124645,-0.257060,1.040498,-0.250432
-0.644014,0.637594,-0.445807,1.405910,-0.954244
0.251104,-0.362141,0.782893,-0.357504,-0.039261
0.157019,-0.163596,0.175254,-0.005805,1.051682
-0.944494,-0.017154,-0.142820,0.845062,-0.216956
0.055322,-0.203630,-0.254968,-0.174629,0.741610
-0.118699,0.584833,0.720874,0.635332,-0.010433
-0.621871,-0.307974,-0.130944,-0.434808,1.152726
0.803205,0.026133,0.584274,0.297458,-0.078560
-0.814639,0.376838,0.371258,0.506597,-0.104349
0.409206,0.141245,-0.131849,0.369504,0.294010
-0.474737,0.406337,0.833461,1.006740,-0.300231
-0.582807,-0.180089,0.000156,-0.114493,-0.185616
0.011702,-0.226952,-0.211436,0.083121,-0.063763
-0.522411,0.074460,0.679956,0.250049,0.814161
0.559311,-0.053380,0.393364,0.455079,-0.888738
0.509555,0.035101,-0.198535,-0.325639,-0.563517
-0.195725,0.022588,0.408266,0.569630,0.761885
0.097433,0.157445,0.533322,-0.106560,0.035684
0.310877,0.082765,0.323846,-0.535907,-0.513060
-0.568788,0.272168,-0.246260,0.671610,0.250729
0.647990,-0.162024,0.155635,0.114469,-0.040858
-0.328092,0.338633,-0.497620,-0.113109,-0.280763
-0.076048,-0.167211,-0.168935,-0.409072,-0.447606
-0.121352,1.069414,-0.149430,1.268945,-0.178415
-0.315863,0.578005,0.394561,0.453216,-1.060300
-0.297137,0.854758,0.449172,0.642101,-0.267263
0.157617,-0.009792,-0.640679,0.319165,0.484688
0.223786,-0.418904,0.213766,-0.934602,0.307781
-0.567962,-1.272832,-0.020982,-1.399794,-0.209026
-0.080452,-0.493190,0.181856,-0.769052,-0.656842
-0.502361,0.046662,0.742153,0.308244,-0.261434
-0.504825,0.684434,-0.188132,1.337501,-1.118286
0.773720,-0.275578,-0.124053,-1.362214,0.189506
-0.145156,-0.201545,0.344232,-0.225554,0.238681
-0.605009,0.328635,0.047195,0.501978,0.355618
0.167392,-0.962611,-0.716420,-1.774062,0.479333
-0.237337,0.367417,0.834419,0.349026,0.370154
0.008454,0.557931,0.134874,1.019551,0.021764
-0.508402,0.800158,0.471398,1.385621,-0.251410
-0.030261,0.100454,-0.193113,0.453083,-0.276479
0.379011,0.015790,-0.644368,-1.287938,-0.048933
0.394049,0.222315,-0.030506,-0.328340,0.342999
0.571331,0.427520,0.124750,0.304689,-0.469436
-0.187253,0.490848,0.578029,0.500086,0.106199
-0.323339,0.039022,-0.199168,0.280544,-0.497919
-0.023503,-0.241238,0.489549,-0.232983,0.203675
-0.069994,-0.397247,-0.616636,-1.091494,-0.350174
-0.162351,0.194959,-0.153614,0.128568,0.885598
-0.510587,0.200443,0.124235,0.148355,-0.167830
0.912885,-0.317149,-0.506872,-0.841518,0.087229
0.101927,-0.032582,0.760860,-0.288031,-0.621746
-0.832750,1.131213,-0.092231,1.272059,0.229415
-0.018296,0.675895,-0.333012,0.726304,0.475472
0.413117,0.965327,-0.471669,1.475662,-0.413857
1.188226,0.387791,-0.560584,-1.148265,-0.056363
0.064916,0.738587,0.358467,1.242756,-0.465819
0.374188,-0.313596,-0.362358,-0.926141,-0.104761
0.189990,0.546209,0.181216,0.471440,0.423628
-0.288691,0.224308,-0.184095,-0.303699,0.953027
0.166700,0.521715,0.453949,0.587245,0.347035
-0.105779,0.051524,0.188057,0.273906,-0.596290
-0.370607,-0.520972,0.347331,0.476374,-0.052758
0.086875,-0.249020,1.217017,-0.137078,0.350626
0.102946,0.754729,-0.194292,-0.068730,-1.467366
0.345671,-0.432316,0.087105,-0.668506,0.147831
0.429615,0.164781,0.102214,0.011432,0.080983
-0.860931,-0.106840,0.205156,-0.184873,1.012827
-0.439408,0.531073,-0.184453,-0.106271,-0.000685
0.669123,-0.694275,0.334521,-2.089218,0.704788
