X0,X1,X2,X3,X4,X5
0.060627,-0.153452,0.026511,-0.135187,-0.035347,0.031026
0.011240,0.021970,0.132150,-0.252890,0.022621,0.008374
-0.114764,0.118811,0.016971,-0.153604,-0.109389,-0.039592
-0.059997,-0.298915,-0.063554,-0.127260,-0.026768,0.103957
-0.075916,0.253573,0.046421,0.276784,-0.100802,0.113648
0.072175,0.208749,0.071598,-0.016548,0.052676,0.185857
-0.201380,-0.252186,-0.333260,0.102150,-0.109735,0.059935
-0.188960,0.364088,-0.236382,0.230714,0.024051,-0.237884
0.048713,0.037870,-0.134836,0.063238,-0.038484,-0.109719
0.053236,0.033593,-0.208222,0.046978,0.109271,0.097207
-0.003017,0.352462,0.050074,0.155458,-0.134291,0.151703
0.085496,0.121917,-0.050371,-0.118203,0.016586,0.017521
-0.036724,-0.048007,0.025178,0.107299,-0.080968,0.038048
0.203890,0.133365,0.118680,-0.121618,0.059078,0.147959
0.081152,0.117640,-0.188818,-0.132517,0.016142,0.103448
-0.107138,-0.010870,0.100026,-0.025886,0.179519,-0.383726
0.179544,-0.080097,0.053923,0.021018,-0.027041,0.461084
0.155936,0.032768,0.244373,0.183800,0.103441,0.057793
-0.164896,0.043336,-0.286014,-0.047203,-0.149970,0.009439
-0.007172,0.204208,-0.072370,0.128343,-0.053280,0.178182
-0.189455,0.219655,-0.148289,0.116956,-0.046240,-0.496868
0.177425,0.152457,-0.191691,-0.151318,0.160470,0.116472
0.053449,0.003458,-0.197219,0.057774,0.228793,-0.149532
-0.080544,-0.076228,-0.178428,0.103616,0.085832,-0.044468
-0.016449,0.163250,-0.062434,0.105687,0.095602,-0.266316
-0.080799,0.073109,-0.109328,0.021534,0.033754,-0.229686
0.212675,-0.157902,-0.131569,0.031411,-0.100903,0.242050
-0.141550,0.052188,0.132351,-0.152833,-0.247190,0.038826
-0.231988,-0.221465,0.304739,-0.098471,-0.031441,-0.157636
-0.080373,0.138235,0.176697,0.285273,0.122663,-0.386400
0.192348,-0.238288,-0.166520,0.131085,-0.105182,0.628325
-0.125272,-0.283961,-0.219531,0.048786,-0.469602,0.624234
0.080162,0.265580,0.164940,0.094519,-0.073870,0.087994
0.258476,-0.018676,0.286293,-0.020585,0.037298,0.056363
-0.245243,0.103967,-0.198531,0.205268,0.287779,-0.413674
-0.137548,0.025509,-0.008406,-0.135165,0.115211,0.009018
-0.080279,0.183347,-0.084209,0.048131,0.318648,-0.232088
0.149397,0.012384,-0.023090,-0.115041,0.392214,-0.268751
0.113456,-0.005185,0.121377,-0.051366,0.019742,-0.084302
-0.116948,-0.057457,0.095932,-0.133604,0.031040,-0.156186
0.277001,0.016330,-0.053080,0.279441,0.191405,0.247826
-0.151042,0.219629,-0.004330,0.243492,0.197015,-0.209066
-0.023096,0.117286,0.053994,0.141375,-0.015142,0.031940
0.048836,0.126653,0.044720,0.285902,0.126975,-0.330565
-0.136785,-0.104636,-0.003386,-0.045729,-0.248467,0.181490
0.059910,0.150350,-0.232008,-0.201475,-0.132297,0.140551
-0.060468,-0.092197,0.086103,-0.028610,0.221020,-0.202879
-0.110693,-0.349933,0.012822,-0.136756,-0.080662,0.004250
0.183589,0.065047,-0.095593,-0.071214,-0.005136,0.453539
-0.163918,0.109253,0.017968,-0.082328,-0.223510,0.171459
0.051804,-0.105216,0.071401,0.189785,0.087351,-0.149679
