X0,X1,X2,X3,X4,X5
0.526999,-0.013600,-0.825237,0.104513,-0.182096,0.265750
-0.325854,-0.345339,-1.027331,0.086089,-0.123573,0.918471
-0.293972,-0.098803,-0.903651,0.522267,-0.946446,-0.110856
-0.900731,-0.178370,0.044725,-0.126187,-0.397510,-0.084773
0.104952,0.208047,-0.834802,0.054882,-0.745580,-0.472224
0.625568,0.225673,-0.026719,-0.701388,0.229068,-0.478464
-1.293313,1.250133,-1.932204,0.820274,0.201426,-0.602091
0.247718,-0.089876,-0.895030,-0.239808,-0.998579,0.274834
-0.580799,0.701044,-1.646513,-0.398852,0.164412,0.482187
-0.225383,-0.408775,0.788699,0.652005,0.017680,0.005823
0.266673,1.074722,-0.680552,-0.668263,-0.581869,0.258802
0.596039,0.450931,-2.105385,0.174482,0.360787,-0.789239
0.213544,-0.209848,0.006786,0.155784,-0.151725,1.195402
0.094345,-0.655370,1.406294,-0.018871,-0.415827,-0.616427
-0.208530,-0.520776,0.432019,0.574812,-0.842050,0.528777
0.586333,0.778091,-1.093455,-1.063055,1.102142,-0.671188
0.860960,-0.676944,2.418928,-0.160823,-0.435233,0.333207
0.688303,-0.165313,-0.059247,-0.528253,1.198733,0.193362
0.193116,0.516087,0.799038,-0.821298,0.124158,-1.007409
-0.444098,-0.398258,0.049297,1.204343,-0.967989,-0.418275
0.193691,-0.063659,0.408288,-0.576639,-0.067120,0.440305
0.670058,0.534206,-0.866758,0.664339,-0.940794,0.603611
-0.032149,0.739277,0.591546,1.686703,-0.699920,0.266275
-0.313378,0.460290,-0.978938,3.375370,-0.942439,0.545967
0.741869,0.444252,-0.502558,-1.434886,0.159186,0.567890
-0.392140,0.038395,-0.473800,0.421385,0.271500,0.859697
1.653042,-0.483476,1.434666,-1.127137,1.260638,-0.911799
-0.251407,0.240344,-0.049479,1.032836,-0.389113,0.725802
0.028405,-1.040283,0.656681,0.121020,0.329860,0.914832
-0.008265,-1.360599,1.501237,1.266566,-0.490258,0.641930
-1.300354,0.299604,-0.601028,0.909140,-0.932257,-0.337044
0.350716,0.069782,0.401055,0.108129,-1.187156,0.115603
0.037659,0.676012,-1.426397,0.310739,0.249019,-0.710164
-0.634086,0.620724,-2.420206,-0.717133,-0.250251,0.573506
-0.093839,-1.355803,2.007463,-0.408375,-0.028718,-0.144279
0.187152,0.651250,0.164373,0.464709,0.248786,0.312475
-0.434346,0.865832,-0.794052,0.568063,-1.008120,-0.649241
0.442288,0.077535,-0.085743,-0.656461,0.635306,0.050442
0.097552,0.070012,-0.966713,0.257943,-0.575570,-1.204946
0.937728,-0.475332,0.309824,-1.410680,0.643304,-0.481421
0.342676,1.084152,-1.441795,0.434532,-0.034734,0.622948
-0.124638,-0.002553,0.222455,0.910027,-0.262037,-0.438975
-1.346354,-0.475224,-0.013795,1.247072,-1.061195,-0.894123
-0.131351,-0.679716,1.602741,0.950575,-0.989478,2.037085
-0.157375,-0.264530,0.474099,-0.437998,-0.026082,0.206371
1.488919,1.034047,-0.553321,0.778013,-0.519596,0.916169
-0.668261,-0.070423,0.298994,0.270691,0.560452,-0.409620
0.707131,0.005669,-0.793676,0.576992,-1.087119,-0.256576
0.238071,-0.619802,0.733122,-1.293103,0.159240,0.698147
-0.589813,0.774799,-0.820722,0.751777,-0.921151,0.298935
0.145642,-0.803069,1.428176,0.584075,-0.999547,-1.293415
0.121915,-0.531238,-0.014608,0.153136,-1.469606,1.516125
0.131638,-0.750849,2.127302,-0.985977,1.761156,-0.234752
0.684814,-1.127424,1.146654,0.167518,0.572197,-0.683769
0.377432,0.556632,-1.033387,-1.285864,-0.530111,0.537031
0.647749,0.165831,-0.796101,-1.637539,0.488838,-0.813108
1.473527,0.838664,-1.069189,-0.510309,-0.187269,-1.525629
0.803914,-0.304127,-0.102108,-0.125069,-0.314129,-0.406193
-1.144515,0.895568,-1.081222,2.051119,-0.411672,-0.516235
-0.562926,-0.821060,1.578589,0.613090,-0.098409,0.698997
0.462235,-0.309705,0.037322,0.201726,-1.508950,-0.219555
0.429991,0.920057,-0.982085,-0.586828,1.140861,-0.058185
-0.046067,0.593165,-0.645173,0.222122,-0.596992,1.966122
-0.380869,1.068810,-1.718766,-0.550095,0.362105,-0.370494
